()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:<color=#A9A9A9>(RO, наверное, отсутствовала во время последней радиосвязи...)</color> +<color=#A9A9A9>(Рацию должны скоро починить... Если мы не свяжемся с K в ближайшее время...)</color>
()<Speaker></Speaker>||:RO635 пытается успокоить SOP-II, но сама находится на грани нервного срыва. +Заметив, что огневая мощь Кукол внутри собора, похоже, ослабевает, враг снаружи начинает ещё более яростную атаку.
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:Чёрт, да что это за хрень! Не можешь хоть раз выполнить свою работу?! Если ты не начнёшь работать, мы все здесь сдохнем!
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:Калина с силой пинает аппаратуру связи. Из радиостанции раздаётся всплеск белого шума, а потом...
()<Speaker></Speaker>||:Клик!
NPC-Jason(0)<Speaker>K</Speaker><scan><通讯框>||<BGM>BGM_Sneak</BGM>:<color=#00CCFF>Наконец-то. Я уже думал, что тебе конец.</color>
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:К... Командир, мы установили связь с К!
()<Speaker>Командир</Speaker>||:Где тот пункт эвакуации, который ты обещал? У нас здесь ничерта и ничего нет, чтобы облегчить отступление. Если ты не пришлешь подкрепление в ближайшее время, можешь попрощаться не только с VIP-персоной, но и со мной.
NPC-Jason(0)<Speaker>K</Speaker><scan><通讯框>||:<color=#00CCFF>Я не считаю эту шутку особенно смешной.</color>
NPC-KalinReporter(0)<Speaker>Калина</Speaker>;NPC-Jason(0)||:(Перебивает) Ты думаешь, это была шутка? +При таком перевесе в огневой мощи прорыв нашей линии обороны врагом — лишь вопрос времени!
NPC-Jason(0)<Speaker>K</Speaker><scan><通讯框>||:<color=#00CCFF>Вертолет не может приземлиться в городе.</color> +<color=#00CCFF>Место эвакуации перенесено в дельту реки за пределами Белграда. Я пришлю тебе точные координаты. Отправляйся туда с VIP прямо сейчас. Через полчаса там будет транспорт, который вас эвакуирует.</color>
NPC-Jason(0)<Speaker>Командир</Speaker>||:Это невозможно.
NPC-Jason(0)<Speaker>K</Speaker><scan><通讯框>||:<color=#00CCFF>Какого?</color>
NPC-Jason(0)<Speaker>Командир</Speaker>||:Я пообещал Председательнице Ульрих, что обеспечу безопасность мирных жителей, укрывшихся в соборе. Даже если я захочу её увезти, не думаю, что она пойдёт нам на встречу.
NPC-Jason(0)<Speaker>K</Speaker><scan><通讯框>||:<color=#00CCFF>Мне плевать на желания Председательницы. Если понадобится, выруби её и унеси.</color> +<color=#00CCFF>Наше время на вес золота. Держись плана и эвакуируйся вместе с ней. Не трать боеприпасы зря, не достигнув никаких результатов—</color>
()<Speaker>Командир</Speaker>||:—Я повторюсь. Об этом не может быть и речи. +Ты сейчас в безопасном месте, а значит, у тебя ещё есть козыри в рукаве. +Если хочешь эвакуировать VIP-персону, придумай, как вытащить отсюда и этих мирных жителей. +Подкрепление. Сейчас же. Немедленно. +Я не веду переговоров.
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:(Шёпотом) Эй, Командир. Так резко с ним разговаривать...
()<Speaker></Speaker>||:За собором обстрел не утихает. Даже сигнал связи то и дело пропадает, и в любой момент связь может прерваться.
NPC-Jason(0)<Speaker>K</Speaker><scan><通讯框>||:<color=#00CCFF>...</color> +<color=#00CCFF>Через пять минут прибудет конвой, чтобы вас забрать.</color>
NPC-Jason(0)<Speaker>Командир</Speaker>||:Вот это другое дело.
NPC-Jason(0)<Speaker>K</Speaker><scan><通讯框>||:<color=#00CCFF>Я составлю план операции. Приготовь своих Кукол и тех гражданских.</color> +<color=#00CCFF>Кстати, за такое поведение ты сейчас поплатишься.</color>
指挥官()<Speaker>Командир</Speaker>||<黑屏1>:...Хах, если я выберусь отсюда живым, то с удовольствием.
