()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Конечно, конечно. Мне бы вы не понадобились, если бы речь шла просто о сборе брошенного инвентаря с заброшенной базы, Командир.</color>+<color=#00CCFF>В качестве награды я расскажу вам ещё кое-что.</color>+<color=#00CCFF>Стратегические бомбардировщики 22-й гвардейской дивизии тяжёлой бомбардировочной авиации взлетели с авиабазы «Энгельс». Если что-нибудь случится, они разбомбят базу до основания.</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:Что?
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Пришло время затянуть сеть, и вот-вот наступит момент, когда мы выложим все карты на стол.</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:Значит, мы — приманка, которая должна заманить Военные подразделения в зону уничтожения?
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Нет, нет, нет, я полагаю, что большие шишки в Москве на самом деле не хотят сбрасывать бомбы. В конце концов, на этой базе находится нечто гораздо ценнее, чем несколько батальонов мятежников.</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:«Узел системы «Щука»? +...Это как-то связано с «Инцидентом Бабочки»?
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>VОчень умно. Я почти уверен, что Анже тоже многое тебе рассказала.</color>+<color=#00CCFF>Эта операция является кульминацией «Инцидента Бабочки» для Госбеза, для Вооружённых сил и, конечно же, для «Уильяма».</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:Уильям...
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Однако дело не только в узле системы «Щука».</color>+<color=#00CCFF>Я сам немного поразмыслил над целью операции «Бабочка» и теперь начинаю складывать все воедино. </color>+<color=#00CCFF>Мне также удалось собрать недостающие кусочки от тебя и Персики.</color>+<color=#00CCFF>Не волнуйся, Персика сейчас в безопасном месте. Она расскажет тебе правду, которую знает оттуда. </color>+<color=#00CCFF>У тебя же есть M4A1, способная вступать в резонанс с системой ОГАС, Изомер, которого она переманила на свою сторону, и самое совершенное и смертоносное творение Лико — Элиза.</color>+<color=#00CCFF>Похоже, все участники собрались. Мне интересно — всё ли идёт по плану Уильяма?</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:Если вы уже догадались, что это был план Уильяма, то зачем же вы нас сюда отправили?
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Потому что это наш единственный шанс одержать победу.</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:Наш единственный шанс?
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Я как-то рассказывал тебе, что раньше здесь находился узел системы Щука, и именно этот узел был отправлен на завод Сангвис, где находился Лико, и где он спровоцировал «Инцидент Бабочки», прежде чем ты, наконец, изъял его в Белграде. </color>+<color=#00CCFF>Изначально эта база была одним из стратегических портов подводных сил Балтийского флота, и когда-то здесь хранились все единицы узла Щука, подготовленные для Балтийского флота на случай Третьей мировой войны. </color>+<color=#00CCFF>Однако настоящая опасность этой базы заключается не в узлах, а в определённом объекте, расположенном в самой глубине базы — мы знаем его как «Морская звезда».</color>+<color=#00CCFF>Узлы должны активироваться сигналом, поступающим от самих Реликвий. Таким образом, чтобы дистанционно активировать это оружие, бывший Советский Союз создал сеть ОГАС для передачи тройного сигнала от реликвии «Табасар-Б». </color>+<color=#00CCFF>Система «Морская звезда» ретранслирует сигнал реликвии, активирует и управляет узлами, а также отдает им боевые приказы. </color>+<color=#00CCFF>У нас есть основания полагать, что система «Морская звезда» советской эпохи, расположенная в глубинах базы, содержит несколько серверов, которые до сих пор находятся в рабочем состоянии. </color>+<color=#00CCFF>Именно поэтому Военные так отчаянно стремятся проникнуть на эту базу, и именно по этой причине Уильям разместил здесь свою исследовательскую лабораторию. </color>+<color=#00CCFF>Изначально трое ворота закрывающие комплекс «Морская звезда» не должны были поддаться открытию. Все молчаливо понимали, что мы больше не будем сталкиваться ни с чем, что связано с Реликвиями. </color>+<color=#00CCFF>Однако очевидно, что ситуация изменилась.</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:То есть ты хочешь сказать... что они хотят активировать систему «Морская звезда»?+Но ведь все узлы системы Щука уже были вывезены оттуда — почему Военные просто не активировали их напрямую?
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Поскольку вся система «Морская звезда» была на неопределённый срок засекречена в соответствии с Договором о сокращении Реликтовых вооружений 1981 года.</color>+<color=#00CCFF>Если бы не операция Sparkplug в те времена, Картер даже не знал бы, что «Морскую звезду» вообще можно активировать, не говоря уже о том, что для этого требовалось разрешение Москвы. </color>+<color=#00CCFF>Если Картер получит доступ к активации, серверов «Морской звезды» будет достаточно для запуска всей сети ОГАС, а эта сеть подключена к крупнейшему объекту Реликвии в Советском Союзе — системе поддержки «Табасар-Б».</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:Значит, их конечная цель — активировать Реликвии, хах...
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF> Нет. Насколько я знаю, это невозможно.</color>+<color=#00CCFF>То, что Госбез вернул узел системы , означает, что им не удалось получить с него коды, которые позволили бы им напрямую контролировать системы, связанные с Реликвией.</color>+<color=#00CCFF>То, что они делают, — это скорее форма протеста, направленная на то, чтобы разрушить дипломатические отношения нашего правительства с Западной Европой... а также сорвать тот план создания международного союза, который сейчас продвигается.</color>+<color=#00CCFF>Благодаря твоим неоднократным усилиям планы этих ублюдков снова и снова терпели крах, и именно поэтому они были вынуждены прибегнуть к таким отчаянным мерам, чтобы достичь своих невыразимых целей.</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:Вы УВЕРЕНЫ, что его невозможно активировать?
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Я же тебе только что сказал: «Морская звезда» подключается только к той части сети ОГАС, которая отвечала за управление оружием. Единственная связь с Реликвиями заключается в том, что все они находятся в одной и той же сети ОГАС. </color>+<color=#00CCFF>Тем не менее, как бы там ни было, их спешка с проникновением в Палдиски указывает на то, что они получили разрешение на активацию «Морской звезды», а это, в свою очередь, означает, что кто-то активировал главный компьютер «Морской звезды» в Москве.</color>+<color=#00CCFF>Это не то, что могут сделать несколько генералов. Кто-то из высшего руководства Народного комитета готов пойти на такой риск. Очевидно, что политическая обстановка в Кремле обострилась до состояния пороховой бочки. </color>+<color=#00CCFF>Хотя напряжённость там и без того была высокой, череда событий в Белграде стала последней каплей, переполнившей чашу терпения. Полагаю, полный развал ситуации — лишь вопрос времени.</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:Почему всегда найдутся люди, которые так сильно ненавидят мир...
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Мир — понятие относительное.</color>+<color=#00CCFF>Таким образом, мы докажем, что они планируют запустить операцию «Морская звезда», и одновременно помешаем им это сделать.</color>+<color=#00CCFF>Если Госбез не будет в Палдиски, у членов оппозиции не останется оправдания, за которым они могли бы спрятаться, и, возможно, наши высокопоставленные чиновники смогут устранить их без кровопролития. </color>+<color=#00CCFF>Конечно, Зелинский также предусмотрел возможность твоего провала, поэтому подразделения Вымпел Госбезопасности и стратегические бомбардировщики ВВС находятся в полной боевой готовности.</color>+<color=#00CCFF>Ни при каких обстоятельствах «Морская звезда» не должна быть активирована. Если что-то пойдет не так, эта база будет превращена в прах.</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:...
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Разумеется, я не хочу, чтобы это произошло, потому что в таком случае обе стороны раскроют свои карты.</color>+<color=#00CCFF>Применение силы порождает ненависть, что приведет к ожесточенному столкновению между сторонами, и гражданская война станет неизбежной.</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:Гражданская война... Сдадутся ли эти люди из армии, даже если Госбез не появится?
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Мы намерены выступать в роли нейтральной стороны, поэтому наша позиция будет иметь огромное значение.</color>+<color=#00CCFF>Конечно, Зелинский не собирается щадить тех , кто продолжает упорствовать. Как только Военные войдут на базу, мы начнём задерживать предателей.</color>+<color=#00CCFF>Разумеется, они не будут просто сидеть сложа руки и ждать, пока мы их поймаем. Они будут сопротивляться изо всех сил, и поэтому нам нужно время, чтобы выполнить свою работу.</color>+<color=#00CCFF>Поэтому, пожалуйста, помните, Командир. Ваша задача и задача ваших Кукол — вырвать фитиль. Победа в этой операции станет нашим единственным шансом сохранить мир.</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:...
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Вас устраивает этот ответ, мой дорогой Командир?</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:Похоже, вы обеспечили нам отличное прикрытие для этой операции.
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Действительно. У вас есть веская причина для этого, но верить мне или нет — решать вам.</color>+<color=#00CCFF>Что касается операции «Бабочка»... Ну, они были правы; я не могу поверить, что взмах крыльев бабочки у Чёрного моря привёл к такой огромной буре.</color>+<color=#00CCFF>Но всё когда-нибудь заканчивается, и пора пробудиться от этого кошмара. </color>+<color=#00CCFF>Захватите контроль над подводной базой в Палдиски, заманивайте туда Военных и захватывайте их, пока не будут взяты в плен все их начальники.</color>+<color=#00CCFF>Помните: вы не должны позволить им активировать «Морскую звезду». В этом и заключается ваша настоящая миссия.</color>
NPC-Havel(0)<Speaker>Командир</Speaker><scan><通讯框>||:Я не позволю им поступить по-своему.
NPC-Havel(0)<Speaker>Хавьер</Speaker><scan><通讯框>||:<color=#00CCFF>Я рассчитываю на вас, Командир. С нетерпением жду новой встречи с вами после вашего возвращения.</color>
()||<SE1>AVG_tele_disconnect</SE1>:Хавьер завершает разговор.
()<Speaker>Командир</Speaker>||<黑屏1>:<color=#A9A9A9>Хавьер, возможно, и говорил об этом, но неужели действительно нет способа активировать Реликвию?</color>+<color=#A9A9A9>Я уверен, что Уильям наверняка знает о M4 и Данделион, так неужели за тем, что он заманил Грифон, действительно не скрывается никакая другая цель?</color>
