()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
AN94(5)<Speaker>AN-94</Speaker>||:<color=#A9A9A9>Что мне делать...? Где я могу прорвать окружение...?</color> +<color=#A9A9A9>Вокруг повсюду сильные боевые отряды... Смогу ли я преодолеть их?</color> +<color=#A9A9A9>Рассчитываю... Нет, у меня перегрев. Мне нужно остыть...</color>
AN94(0)<Speaker></Speaker>||:Белые враги направляют оружие на АН-94, которая оказалась в окружении прямо посреди их группы. +Среди равномерного звона металла АН-94 поправляет хватку на ружье...
AN94(0);NPC-Mercurows(0)<Speaker>Меркьюуроуз</Speaker>||<BGM>BGM_Empty</BGM><SE1>Explode</SE1>:Хмм?
AN94(1)<Speaker>AN-94</Speaker>||:Что...?! +Взрыв? С потолка... Что происходит? +Постой, этот сигнал...
AN94(1)<Speaker>ST AR-15</Speaker>||<BGM>BGM_Frontline</BGM>:АН-94, ты меня слышишь?
AN94(1)<Speaker>AN-94</Speaker>||:Чётко и ясно. Что ты там делаешь?
AN94(1)<Speaker>ST AR-15</Speaker>||:Расскажу позже. Прыгай! +Я тебя прикрою, просто постарайся добраться сюда!
AN94(1)<Speaker>AN-94</Speaker>||:Принято!
()<Speaker></Speaker>||<SE1>Explode</SE1><SE2>Battlefield</SE2>:Буум! Буум! Буум!
()<Speaker></Speaker>||<黑屏1><SE1>RunStep</SE1><SE2>Explode</SE2>:Под прикрытием серии взрывов АН-94 благополучно добирается до места, где находится AR-15. AR-15 втягивает её через вентиляционный люк в потолке.
AR15Mod(0)<Speaker>ST AR-15</Speaker>||<BIN>9</BIN><黑屏2>:Не думала, что над этой базой есть секретный проход. Я израсходовала всю взрывчатку, предназначенную для уничтожения Узла... +Может, её и не хватит, чтобы разнести эти мусорные баки в клочья, но высокая температура в этой запылённой среде может перегрузить их сложную систему теплоизоляции... Это должно вывести их из строя.
AN94(4)<Speaker>AN-94</Speaker>;AR15Mod(0)||:Но тогда мы не сможем выполнить задание...
AN94(4);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:Мы всегда можем просто достать ещё взрывчатки. +Если нам удастся отсюда выбраться, у нас всё ещё будет шанс довести дело до конца.
AN94(4)<Speaker>AN-94</Speaker>;AR15Mod(0)||:Не могу в это поверить. Я даже не думала, что может такое случиться.
AN94(4);AR15Mod(2)<Speaker>ST AR-15</Speaker>||:Это никак не связано с расчётами. Всё дело было в чистой удаче.
AN94(3)<Speaker>AN-94</Speaker>;AR15Mod(2)||:Я понимаю. Ты говоришь из своего опыта в качестве старшего.
AN94(3);AR15Mod(2)<Speaker>ST AR-15</Speaker>||<黑屏1>:...Не называй меня так. Из твоих уст это звучит как насмешка... +В любом случае, я нашла выход. Иди за мной. +Нам нужно убраться отсюда, пока не прибыло их подкрепление!
