()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
NPC-Kalin(4)<scan><通讯框>;UMP45Mod(0)<Speaker>UMP45</Speaker>||:У всех нет времени, да? +Понимаю. Пришли мне файл. Мы с этим разберёмся за пять минут.
NPC-Kalin(0)<Speaker>Калина</Speaker><scan><通讯框>||:<color=#00CCFF>Тогда я оставлю это на твое усмотрение~</color>
()<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1>:Калина прекращает соединение.
HK416Mod(0)<Speaker>416</Speaker>||:Дополнительная работа?
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Вроде как.
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Нам же не нужно вооружаться, чтобы восстановить какой-то файл на Уровне II, верно?
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Мы прибудем на базу подводных лодок через полчаса. Лучше подготовиться заранее.
HK416Mod(0)<Speaker>416</Speaker>||<黑点1><BGM>BGM_Empty</BGM>:Хм... Я ещё ни разу не видела, чтобы ты так серьёзно относилась к операции. +Я помогу. Ещё я хочу с тобой кое о чём поговорить.
()||<黑点2><BIN>72</BIN><BGM>m_avg_labyrinth</BGM>:На Уровне II.
UMP45Mod(0)<Speaker>UMP45</Speaker>||:Итак, помехи действительно были вызваны Сангвис Ферри, но это так… дилетантски. Трудно представить, как С.Ф. сейчас оказалась в таком плачевном состоянии.
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Разве Данделион не упоминала, что С.Ф. участвовали в этой миссии?
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:И ты ей веришь?
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Остальные Куклы не выглядят особенно враждебно настроенными по отношению к ней.
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Сначала выяснилось, что она имеет отношение к ОГАС, потом — к узлу системы Щука. А теперь этот узел системы каким-то образом связан с «Инцидентом Бабочки». +Это существо, не являющееся ни человеком, ни машиной, — самый подозрительный объект во всем поезде.
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Если тебя это так беспокоит, почему бы тебе просто не спросить её?
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Хм... Эта Данделион уже заметила, что я всё это время следила за нейронным облаком M4.
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Я знаю. Я поняла, что многое из того, что она говорила, было адресовано не тем Куклам, с которыми она разговаривала. +Просто оставь это. Мы с тобой обе знаем, что ты следишь за M4 не только для того, чтобы выполнить задание Персики.
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:К чему ты клонишь?
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Не знаю, чего ты здесь пытаешься добиться, но очевидно, что у тебя с этими Куклами есть общие интересы, так почему бы тебе просто не позволить этим особенным Куклам разобраться с этим? +В конце концов, мы не такие, как они.
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Ты всегда гордилась тем, что принадлежишь к элите, и вот в такой момент признаёшь своё неравенство?
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Изменения — это вполне естественно после всего того, что мы пережили. +Изменилась не только Команда AR. Вернувшись, я поняла, что даже мы уже не те, что раньше. +Если не отпустить прошлое, можно легко утонуть в нем. +Та UMP45, которую я знаю, никогда бы не пошла на такую глупость.
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Ты сегодня какая-то болтливая.
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Ты не обязана слушать, если не хочешь. Я просто даю тебе дружеский совет. +Скоро мы попадём в ту подводную базу. Я не хочу вытаскивать оттуда твоё измученное тело, как это было в прошлый раз.
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||<黑点1>:Я ценю твою заботу, а теперь сосредоточься на устранении ошибки Сангвиса в файле.
()||<黑点2><BIN>10</BIN>:
