()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
M4A1Mod(0)<Speaker>Ясный голос</Speaker>||:<color=#00CCFF>Судя по данным, которые мы собрали на данный момент, эти связи ограничены пределами города, и все они сдерживают друг друга. Как только кто-то пытается сбежать, его преследуют автономные единицы Парадеуса.+<color=#00CCFF>Но поскольку очевидно, что их взаимная связь не имеет большого эффекта, а между тобой и этими связями, похоже, существует какой-то резонанс, вполне естественно, что они идут за тобой и пытаются насильно установить с тобой связь.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:(Я не понимаю... Что это вообще такое?)
M4A1Mod(0)<Speaker>Ясный голос</Speaker>||:<color=#00CCFF>Воспоминания, переданные через предыдущее соединение, совпадают с теми, что хранятся в твоём нейронном облаке, так что я полагаю, они должны иметь какое-то отношение к твоему прошлому.</color>+<color=#00CCFF>Ну, ты готова установить с ними контакт?</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:(Как я могу быть уверна, что ты говоришь правду? Ты всё время пытаешься уговорить меня связаться с ними, а вдруг ты захватишь контроль над моим телом, пока моё нейронное облако будет подключено к Изомеру?
M4A1Mod(0)<Speaker>Ясный голос</Speaker>||:<color=#00CCFF>Твое тело для меня не имеет никакого значения. Я же тебе говорила — меня интересует только то, что я могу лучше понять себя.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:(Но ты ведь и раньше не сдерживала обещаний.)
M4A1Mod(0)<Speaker>Ясный голос</Speaker>||:<color=#00CCFF>Это была вынужденная мера, к которой мне пришлось прибегнуть.</color>+<color=#00CCFF>Если тебе от этого станет спокойнее, я могу воспользоваться трюком твоего создателя и оставить тебе лазейку, чтобы другие Куклы могли проникнуть в твое нейронное облако и вывести тебя из базового слоя, если ты окажешься там застрявшей.</color>+<color=#00CCFF>Однако я не рекомендую так поступать. Если Кукла забредет слишком глубоко в твое нейронное облако, она вызовет нейронное слияние, которое не повлияет на тебя, поскольку твое нейронное облако огромно, но сама Кукла может исчезнуть просто так.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:(Ты хочешь сказать... что наши нейронные облака могут объединиться? Почему ты раньше об этом не говорила?!)
M4A1Mod(0)<Speaker>Ясный голос</Speaker>||:<color=#00CCFF>Ты об этом не спрашивала. К тому же, в каждом теле Куклы и так должно быть только одно нейронное облако, для этого и нужен нейронный модуль.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:(Тц... Тогда как же тебе удавалось все это время жить внутри меня?)
()<Speaker>Ясный голос</Speaker>||<黑屏1>0,5</黑屏1>:<color=#00CCFF>Моя скорость обработки данных как раз достаточна, чтобы противостоять твоей попытке поглощения. Обычная Кукла на такое не способна.</color>
AR15Mod(0)<Speaker>ST AR-15</Speaker>||<震屏><BIN>197</BIN><黑屏2>0,5</黑屏2><BGM>BGM_Empty</BGM>:M4...M4!
M4A1Mod(0)<Speaker>M4A1</Speaker>||:Что... что там опять?
AR15Mod(0)<Speaker>ST AR-15</Speaker>||:Входящий звонок от Командира.
M4A1Mod(0)<Speaker>M4A1</Speaker>||:А... да. +Командир, это М4. Прошу указаний.
M4A1Mod(0)<Speaker>Командир</Speaker>||<BGM>BGM_Wake</BGM>:<color=#00CCFF>M4, мы связались с мисс Персикой. Она... хочет с тобой поговорить.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:Персика?! Тебе наконец удалось восстановить связь?
M4A1Mod(0)<Speaker>Командир</Speaker>||:<color=#00CCFF>Она вся твоя.</color>
M4A1Mod(0);NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Э-э... ну да... э-э...</color> +<color=#00CCFF>M4... Давно не виделись...</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-Persica(0)||:Персика! С тобой всё в порядке? Тебя кто-то обидел?
M4A1Mod(0);NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Э-э...? А, я... я в порядке. Меня какое-то время держали под замком, но пока я в полной безопасности.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-Persica(0)||:Я очень рада это слышать...
M4A1Mod(0);NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Это я рада.</color>+<color=#00CCFF>Я думала... что ты не захочешь со мной разговаривать. Но, похоже, ты не злишься на меня...</color>+<color=#00CCFF>В любом случае, я уверена, что ты уже уловила присутствие каких-то странных источников сигнала в городе. Наверное, они пытались насильно установить с тобой связь...</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-Persica(0)||:!!! +(Когда она это заметила?)
M4A1Mod(0);NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Эти источники сигнала меня раздражают...</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-Persica(0)||:Хочешь, чтобы я тоже с ними связалась?
M4A1Mod(0);NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>"Тоже?"</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-Persica(0)||:Нет... ничего...
M4A1Mod(0);NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>Однако на данный момент соединения достаточно стабильны лишь для разведывательных целей, поэтому мы не можем с уверенностью сказать, что именно ты найдешь в этой сети в Таллинне...</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:Поняла. Даже если это ловушка, я должна быть в состоянии выбраться. Не волнуйся, я уже сталкивалась с подобным. +Я уже подумывала о том, чтобы провести разведку, но ещё не определилась окончательно. Если получим разрешение от Командира, я сразу же приступлю к делу.
M4A1Mod(0)<Speaker>Командир</Speaker>||:<color=#00CCFF>Нам действительно нужна дополнительная информация.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||<黑点1>:Заказ принят. Мы выполним задание после некоторой подготовки. M4, конец связи.
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||<BGM>BGM_Empty</BGM><BIN>202</BIN><黑点2><SE1>AVG_tele_disconnect</SE1>:<color=#00CCFF>...</color> +<color=#00CCFF>Разве M4... не показалась тебе немного странным...?</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:Как ты уже говорила, на ней лежит очень тяжёлое бремя, но никто другой ей не поможет. +Будем надеяться, что она найдёт ответ, который ищет.
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>С тех пор как она встретила Элизу, её нейронное облако стало работать нестабильно. Хотя я и разблокировала всё в её нейронном облаке, возможно, это принесло ей больше вреда, чем пользы...</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:Почему так?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||<黑屏1>:<color=#00CCFF>Я много думала о природе вируса Параплюй... Когда она подключится к источникам сигнала, отряд 404 должен суметь перехватить данные... Надеюсь, мои подозрения не оправдаются.</color>
AR15Mod(0)<Speaker>ST AR-15</Speaker>||<BIN>197</BIN><黑屏2><BGM>BGM_Pervaded</BGM>:Новые приказы?
AR15Mod(0);M4A1Mod(0)<Speaker>M4A1</Speaker>||:Задание от мисс Персики и Командира. Они хотят, чтобы я установила связь с неизвестными источниками сигнала и собрала как можно больше информации.
AR15Mod(0)<Speaker>ST AR-15</Speaker>;M4A1Mod(0)||:Как дела у мисс Персики?
AR15Mod(0);M4A1Mod(0)<Speaker>M4A1</Speaker>||:Насколько я смогла понять по разговору, с ней, похоже, всё в порядке.
AR15Mod(0)<Speaker>ST AR-15</Speaker>;M4A1Mod(0)||:Это хорошо... Но ты уверена, что готова к этой миссии? Только что ты явно колебалась.
AR15Mod(0);M4A1Mod(0)<Speaker>M4A1</Speaker>||:15-я, я всё обдумала. Я хочу найти то, что мне нужно.
AR15Mod(0)<Speaker>ST AR-15</Speaker>;M4A1Mod(0)||:Командир и Персика даже не догадываются, с чем тебе приходится иметь дело, да? Если ты всё ещё боишься...
AR15Mod(0);M4A1Mod(3)<Speaker>M4A1</Speaker>||:Нет... Я больше не могу колебаться...
AR15Mod(0);M4A1Mod(3)<Speaker></Speaker>||:М4 обдумывает то, что она собирается сказать.
AR15Mod(0);M4A1Mod(3)<Speaker>M4A1</Speaker>||:Прежде чем я это сделаю... +15-я, правда ли, что ты закрыла все порты доступа к своему нейронному облаку, потому что не хотел слышать «этот голос»?
AR15Mod(0)<Speaker>ST AR-15</Speaker>;M4A1Mod(3)||:Да... Я стала слышать это после того, как заразилась, но я бы ни за что не позволила кому-то повлиять на моё решение.
M4A1Mod(0)<Speaker>M4A1</Speaker>||:Может быть... именно это и делает тебя особенной.
()<Speaker></Speaker>||:Клик.
AR15Mod(0)<Speaker>ST AR-15</Speaker>||:Что это?
AR15Mod(0);M4A1Mod(0)<Speaker>M4A1</Speaker>||:Бэкдор в моё нейронное облако. +Ты сказала, что мне нужно довериться тебе, так что я решила поступить именно так. +Если я там застряну, ты меня оттуда вытащишь?
AR15Mod(0)<Speaker>ST AR-15</Speaker>;M4A1Mod(0)||:Есть ещё что-то, о чём ты мне не рассказываешь? Думаю, тебе стоило бы хотя бы поставить в известность Персику и Командира...
AR15Mod(0);M4A1Mod(0)<Speaker>M4A1</Speaker>||:Просто ответь мне.
AR15Mod(0)<Speaker>ST AR-15</Speaker>;M4A1Mod(0)||:... +Мой ответ — да, я это сделаю.
AR15Mod(0);M4A1Mod(3)<Speaker>M4A1</Speaker>||:Если я в итоге окажусь в ловушке собственного нейронного облака, тебе придётся проникнуть на мой базовый Уровень III... Но ты можешь там и самой заблудиться, даже твое собственное нейронное облако может перестать существовать...
AR15Mod(0)<Speaker>ST AR-15</Speaker>;M4A1Mod(0)||:Возможно, я удалила свою основную команду, но я всё ещё здесь, рядом с тобой. +Думаю, я достаточно ясно ответила на твой вопрос.
AR15Mod(0);M4A1Mod(3)<Speaker>M4A1</Speaker>||:Даже если для этого придётся снова открыть закрытые порты? Даже если ты рискуешь навсегда застрять в моём базовом слое Уровня III?
AR15Mod(0)<Speaker>ST AR-15</Speaker>;M4A1Mod(3)||:M4, с каких это пор ты стала такой многословной?
AR15Mod(0);M4A1Mod(0)<Speaker>M4A1</Speaker>||:15-я... Ты очень изменилась.
AR15Mod(0)<Speaker>ST AR-15</Speaker>;M4A1Mod(0)||:Пора и тебе это сделать. Раз ты уже приняла решение, я не буду тебя останавливать. +Но если ты собираешься на что-то ещё более рискованное, хочу, чтобы ты знала: мы всегда готовы тебе помочь. Не только я, но и остальные члены Команды AR, и все сотрудники Грифона. +Я знаю, что есть вещи, которые ты предпочитаешь держать при себе, но тебе не стоит брать всё на свои плечи. +Возможно, какое-то время ты сможешь с этим справляться, но это не решит всех твоих проблем.
AR15Mod(0);M4A1Mod(0)<Speaker>M4A1</Speaker>||:...
AR15Mod(0)<Speaker>ST AR-15</Speaker>;M4A1Mod(0)||:Это всё, что я хотела сказать, уверена, ты меня понимаешь. +Хватит болтать. Дай знать, когда будешь готова.
M4A1Mod(0)<Speaker>M4A1</Speaker>||<黑点1>:Поняла, я сейчас вернусь.
()<Speaker></Speaker>||<BIN>198</BIN><黑点2><BGM>BGM_Empty</BGM>:...А тем временем, с другой стороны.
()<Speaker>UMP45</Speaker>||<BGM>BGM_Reverse</BGM>:Хм? Сигнал меняется. +Неужели...? +Она долго раздумывала, но наконец определилась. Похоже, наша настоящая миссия наконец-то начинается.
()<Speaker>UMP9</Speaker>||:<color=#00CCFF>Бэкдор, который нам предоставила мисс Персика, работает. Я фиксирую, что её нейронное облако устанавливает внешнее соединение. Теперь мы можем проникнуть в нейронное облако мисс M4.</color> +<color=#00CCFF>Но разве нам это нужно...? Кажется, это просто дурной тон — совать нос в чужую голову...</color>
()<Speaker>UMP45</Speaker>||:Ну и ну, 9-я... Информация, которую мы собираемся добыть, может принести нам от мисс Персики действительно приличную сумму. Если мы не справимся со своей работой как следует, может, вычетем расходы на твое следующее обслуживание из твоего счета?
()<Speaker>UMP9</Speaker>||:<color=#00CCFF>(Ворчит)</color>
()<Speaker>UMP45</Speaker>||:К тому же, в её нейронном облаке наверняка есть что-то невероятное. Те, кто нас предал, именно это и хотят заполучить. +Что бы они там ни искали так отчаянно, это должно быть что-то необычное, и я ни за что не позволю им этого добиться.
()<Speaker>UMP9</Speaker>||:<color=#00CCFF>Хм... Ну, если ты так говоришь.</color> +<color=#00CCFF>Но всё-таки, она действительно собирается подключиться к этим источникам сигнала? Разве они не считаются очень опасными?</color>
()<Speaker>UMP45</Speaker>||:Для M4 это не должно быть слишком сложно. То, что мне нужно выяснить, скорее всего, можно найти в этих связях.
()<Speaker>UMP9</Speaker>||:<color=#00CCFF>Понимаю, 45-я. Но при первых признаках неприятностей я тебя оттуда заберу. Узнать правду — это важно, но не потерять тебя для меня значит гораздо больше.</color>
()<Speaker>UMP45</Speaker>||<黑屏1>:Спасибо за заботу. Давай сейчас подключимся.
()<Speaker></Speaker>||<SE1>AVG_tele_connect</SE1><BIN>199</BIN><黑屏2><黑屏1><BGM>BGM_Empty</BGM>:UMP9 активирует командный код, отправленный Персикой. +Незаметно для M4, UMP9 тайно открывает бэкдор в её брандмауэре.
()<Speaker></Speaker>||<BIN>72</BIN><黑屏2><BGM>m_avg_tension</BGM>:...
UMP45Mod(0)<Speaker>UMP45</Speaker>||:Ладно, мы на Уровне II. Посмотрим, что тут можно найти...
()<Speaker></Speaker>||:Не успела она договорить, как UMP45 заметила, с кем разговаривает M4, и была совершенно ошеломлена.
()<Speaker></Speaker>||<闪屏><duration>5</duration><rate>10</rate></闪屏><SE1>AVG_whitenoise</SE1>:Пззззт!
UMP9Mod(0)<Speaker>UMP9</Speaker><scan><通讯框>||<闪屏><duration>5</duration><rate>10</rate></闪屏>:<color=#00CCFF>Какого черта?? Я не могу выдержать такой поток данных при такой нагрузке! Соединение обрывается—</color>
()<Speaker></Speaker>||:UMP45 не особо переживает из-за внезапного разрыва связи с UMP9. Она просто продолжает осторожно бродить по Уровню II M4.
UMP45Mod(0)<Speaker>UMP45</Speaker>||:Как я и предполагала, скорость обработки данных у 9-й даже после нейронного обновления по-прежнему не справляется с темпами жизни в этом месте. Но всё же так даже лучше. Так ей будет безопаснее.
UMP45Mod(0)<Speaker>UMP45</Speaker>||:Какие источники сигнала способны обеспечить такую плотность данных на столь высокой частоте...? +И вот, когда я об этом задумалась...
()<Speaker></Speaker>||:Лицо 45-ой мрачнеет.
UMP45Mod(0)<Speaker>UMP45</Speaker>||<黑屏1>:M4A1... Я не ошиблась, когда в последний раз проникла в ее нейронное облако. Так же, как и я, она способна одновременно работать как с протоколом Зенера, так и с протоколом ОГАС. +Что ещё интересного мне удастся в ней обнаружить...?
