()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||:Сдерживая свои эмоции, я быстро ввожу RO635 в курс дела о текущей тактической обстановке и нашем плане действий.
RO635(2)<Speaker>RO635</Speaker>||:Я реорганизовала наши передовые отряды, но, похоже, этого всё равно недостаточно... +Что делать дальше? +Мы уже понесли очень тяжёлые потери в предыдущем бою. Не думаю, что нам удастся долго удерживать линию обороны в затяжной битве.
()<Speaker></Speaker>||<SE1>Explode</SE1>:БАБАХ!
()<Speaker></Speaker>||:Взрывные волны проносятся сквозь здание, достигая даже внутренних помещений собора. Кажется, что слышно, как разбиваются некоторые произведения искусства, словно их покинул сам Бог.
RO635(4)<Speaker>RO635</Speaker>||:Чёрт, опять обстрел. Они пытаются сократить наши ряды перед следующей волной атаки. Командир, что нам делать?
()<Speaker>Командир</Speaker>||:Нам ничего не остаётся, как покинуть эту позицию, но собор, наверное, ещё сможет выиграть нам немного времени... +Калина, связь всё ещё не восстановлена?
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:Мне пока не удалось связаться с нашей логистической командой. Я пыталась дозвониться до К. по радиосвязи, но там сильные помехи, так что я все еще пытаюсь!
()<Speaker>Командир</Speaker>||:Тц... Сколько ещё мы сможем сдерживать этих мразей в одиночку...?
()<Speaker></Speaker>||<SE1>Explode</SE1>:БАБАААХ!
()<Speaker></Speaker>||:На них обрушивается очередная ударная волна, и Т-Куклам с трудом удаётся сохранить строй.
RO635(5)<Speaker>RO635</Speaker>||:Командир, тебе грозит опасность, если мы не уйдем отсюда сейчас же!
()<Speaker>Командир</Speaker>||<黑屏1>:Чёрт! Всем отрядам — отступить в собор!
()<Speaker></Speaker>||<黑屏2><BGM>BGM_Empty</BGM>:...Десять минут спустя. +Внутри собора.
()<Speaker></Speaker>||<BGM>BGM_Room</BGM>:Как только отряды заняли свои позиции, мы начали укреплять оборону, чтобы выдержать обстрел здания. +К счастью, благодаря большой дистанции при отступлении мы не пострадали от ударов.
()<Speaker></Speaker>||<BGM>BGM_Room</BGM>:Как только команды заняли свои позиции, мы начали укреплять нашу оборону от обстрела здания. +К счастью, благодаря большому расстоянию, во время отступления мы не пострадали от обстрелов.
RO635(2)<Speaker>RO635</Speaker>||:Внутри собора все в порядке, но мы по-прежнему теряем людей. +Я сейчас организую, чтобы больше Кукол заняли позиции для защиты от нападения.
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:Командир, связь восстановлена!
()<Speaker></Speaker>||:Клик.
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:К, слышишь?! +Мы уже отступили в собор, но враг почти достиг нас, а у нас  нет подкрепления! Когда будет это чертово подкрепление ?!
NPC-KalinReporter(0);NPC-Jason(0)<Speaker></Speaker>K<scan><通讯框>||:Пзззт⁠— +<color=#00CCFF>Они повсюду в городе —</color> +Пззззт— +<color=#00CCFF>Их сложно развернуть—</color>
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:Вот именно поэтому нам нужно подкрепление! +Каковы новые приказы? +И здесь есть гражданские и дети, без поддержки они…
()<Speaker></Speaker>||:—Связь обрывается.
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:Чёрт возьми! Эта развалина не работает, когда нужна! +Может, она повредилась, пока мы сюда пробивались… +Где-то должны быть запчасти… +Командир? Что нам теперь делать? +Похоже, подкрепления нам ещё долго не видать…
NPC-KalinReporter(0)<Speaker>Командир</Speaker>||:Если они правда не могут пробиться, придётся уводить VIP ещё дальше… +Но здесь же гражданские… +Неужели нужно готовиться к худшему…?
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:Командир… +Не сдавайтесь так сразу! +Я скоро починю эту рацию. +К ведь не просто так приказал нам отступать к собору! +Нам просто нужно сберечь председательницу от опасности… +А? Где она? +Она же только что… стояла прямо рядом со мной? +Плохо дело, командир! Председательница пропала!
()<Speaker></Speaker>||<SE1>Explode</SE1>:БАБААХ!
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:Очередной арт.удар выбил мелкие куски из каменных колонн собора. +Я посмотрел в сторону. Председательница, кажется, прикрывает собой кого-то, и упавшие обломки осыпали её спину. +SOP-II подбегает на звук.
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||<BGM>BGM_Truth</BGM>:А? Она… она здесь! +Калина, Председательница никуда не пропала!
()<Speaker></Speaker>||:SOP-II кричит. +Под Председательницей находится кто-то маленький. +Это... дрожащий ребенок, с заплаканным лицом.
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:Ты спасла ребенка? +...Это было слишком опасно! Если бы в тебя попал камень, нам бы всем пришел звездец!
()<Speaker></Speaker>||:Возможно, из-за взрывной волны Председательница, поднимаясь, пошатывается. +Ребенок у нее на руках тоже приходит в чувство. Он вырывается з объятий Председательницы и убегет, прячась в углу.
RO635(3)<Speaker>RO635</Speaker>||:Вы в порядке?
()<Speaker></Speaker>||:Председательница кивает, но выглядит немного встревоженной.
()<Speaker>Командир</Speaker>||:Кашеь... Не переживай. +Мы не настолько жалки, чтобы не смочь защитить собор. +Пожалуйста, не переживай о своей безопасности. Мы сделаем все что можем.
NPC-Ambassador(0)<Speaker>Председатель Ульрих</Speaker>||:Нет...Я не о себе переживаю...
NPC-Ambassador(0)<Speaker>Командир</Speaker>||:Хмм?
NPC-Ambassador(0)<Speaker>Председатель Ульрих</Speaker>||:Я слышала ваш разговор...об отступлении...
NPC-Ambassador(0)<Speaker>Командир</Speaker>||:Простите, но это наш единственный вариант, если подкрепление не прибудет.
NPC-Ambassador(0)<Speaker>Председатель Ульрих</Speaker>||:Можете пообещать мне одну вещь... +Добрейший Командир?
NPC-Ambassador(0)<Speaker>Командир</Speaker>||:...Говорите.
NPC-Ambassador(0)<Speaker>Председатель Ульрих</Speaker>||:Пожалуйста, сделайте все возможное, чтобы защитить гражданских и детей.
NPC-Ambassador(0)<Speaker>Командир</Speaker>||:Это само собой разумеющееся, так что...
NPC-Ambassador(0)<Speaker>Председатель Ульрих</Speaker>||:Я не покину это место одна. Мне все равно, выживу я или умру. +Если честно, я не уверена, что меня стоит защищать. Я всего лишь разменная монета.
NPC-Ambassador(0);M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:Но наша миссия — защищать вас! +К тому же вы председательница этого… Пан-союза, значит, вы очень важная персона!
NPC-Ambassador(0)<Speaker>Председатель Ульрих</Speaker>||:Я ничего не стою, и я не могу уйти, оставив других умирать. +Мир, который я пытаюсь построить, — для всех… для всех, кто выживет.
()<Speaker></Speaker>||:RO635 смотрит на ребёнка, всё ещё сидящего в углу. Он выглядет потерянным от страха.
RO635(3)<Speaker>RO635</Speaker>||:... +Кажется, я понимаю о чем Вы...
NPC-Ambassador(0)<Speaker>Председатель Ульрих</Speaker>||:Пока собор держится, у гражданских гораздо больше шансов выжить здесь, чем если они будут прорываться сквозь обстрел и полчищ ЭЛИДов… +Если я покину собор с вами, как долго они продержатся в таких условиях?
()<Speaker></Speaker>||:Я не знаю, что сказать. +Я даже не знаю, правильно ли я поступил, не сказав «Нет». +Возможно… у меня просто решимости как у нее.
NPC-Ambassador(0)<Speaker>Председатель Ульрих</Speaker>||:Как представительница Союза и, кроме того, Росартризма, я чувствую враждебность по отношению к себе — и здесь, и когда говорила с представителями Нео-Советов. +Но люди невиновны. +Я хочу, чтобы они — независимо от того, кому они преданы — освободились от этого состояния упадка.
NPC-Ambassador(0);RO635(2)<Speaker>RO635</Speaker>||:Именно поэтому Вы захотели принять участие в этой конференции...?
NPC-Ambassador(0)<Speaker>Председатель Ульрих</Speaker>||:Да, моя мечта — разрушить эти барьеры недоверия. +Преодолеть разрыв между народами и объединить людей... +Спец.разведка Союза заранее предупреждала нас, что здесь будет восстание. Чтобы свести к минимуму человеческие жертвы, я взяла с собой только самую необходимую команду... В итоге все эти люди погибли из-за меня...
()<Speaker></Speaker>||:Почему-то я не могу удержаться от того, чтобы ещё раз взглянуть на ребёнка, который смотрит на нас из угла с таким трудночитаемым взглядом.
NPC-Ambassador(0)<Speaker>Председатель Ульрих</Speaker>||:Командир, я знаю, что прошу слишком многое. +Если ты всё же решишь отступить, пожалуйста, оставь мне немного оружия. +Как бы это ни закончилось, что бы со мной ни случилось... Мне достаточно того, что я смогу остаться верной своей мечте до последнего вздоха.
()<Speaker>Командир</Speaker>||:<color=#A9A9A9>(Беспорядочный мир... хм)</color>
()<Speaker></Speaker>||:Я смотрю в глаза председательнице... +Сильный и уверенный взгляд, но без тени злобы. Откровенный и непреклонный взгляд.
()<Speaker>Командир</Speaker>||:Лично я не разделяю ваших взглядов. +Впрочем, вы, наверное, и так это догадались. +Мы сделаем всё, что в наших силах, чтобы удержать этот собор.
NPC-Ambassador(0)<Speaker>Председатель Ульрих</Speaker>||:Спасибо. Я понимаю, что своими словами я практически беру тебя в заложники. +Но сейчас ты единственный, кто способен спасти ещё больше жизней. +Я вижу, что ты хороший человек. Только когда власть используется справедливо, мир станет лучше.
指挥官()<Speaker>Командир</Speaker>||:Вы это имеете в виду, говоря о «сияющем маяке в новом прекрасном мире»?
()<Speaker></Speaker>||<黑屏1>:Председательница слегка кивает нам. Даже сейчас снаружи собора слышен артиллерийский обстрел.
()<Speaker></Speaker>||<BIN>136</BIN><黑屏2><BGM>BGM_Empty</BGM>:Через несколько минут... За собором.
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||<BGM>BGM_Sneak</BGM>:Гражданские лица, проживающие в домах за собором, отступают в эту сторону! Штурмовая группа пытается сопроводить их сюда! +Остальные продолжайте ведение огня по врагам впереди, иначе они прорвут нашу оборону!
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:TEC-9, ты тоже иди!
TEC9(0)<Speaker>TEC-9</Speaker>||:Что? Н-н-но ведь они люди...
X95(0)<Speaker>X95</Speaker>||<黑屏1>:Ничего страшного, Калин. Я пойду. +TEC-9, замени меня пока!
()<Speaker></Speaker>||<黑屏2>:...Десять минут спустя.
()<Speaker></Speaker>||:X95 присоединяется к остальным Куклам и сопровождает двоих людей в собор. +Однако она замечает, что эти люди не выглядят особо счастливыми от того, что их спасли.
X95(0)<Speaker>X95</Speaker>||:(Шепотом) Калин, с ними... что-то не так...?
()<Speaker></Speaker>||:Калина бросает взгляд на гражданских и тихо вздыхает, глядя на X95.
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:Такие люди всегда встречаются... везде, где бушует война. +Тебе просто придётся к этому привыкнуть...
()<Speaker></Speaker>||:X95 ещё размышляет над словами Калин, как вдруг что-то ударило её по спине. +Она оборачивается и видит двух недавно спасённых людей. +Прижавшись в углу и дрожа, они злобно смотрят на X95, сжимая в руках камни.
X95(0)<Speaker>X95</Speaker>||:Эм...
()<Speaker></Speaker>||<震屏><BGM>BGM_Empty</BGM>:Удар!
()<Speaker></Speaker>||<BGM>BGM_Truth</BGM>:Не успела X95 договорить, как женщина швырнула в неё камнем. +Что-то, похожее на осколок разбитой статуи, попало X95 прямо над левым глазом.
男性人类()<Speaker>Мужчина</Speaker>||:...Они не люди! Эти чудовища убивают людей прямо на улицах!
女性人类()<Speaker>Женщина</Speaker>||:Точно! Наш дом... наш дом был разрушен во время бомбардировки... (Рыдает) Чёрт...
()<Speaker></Speaker>||:X95 немного растерялась. Она медленно подходит к людям и опускается перед ними на колени.
男性人类()<Speaker>Мужчина</Speaker>||:Ч-что ты делаешь?! Ты что, собираешься нас убить?! Убирайся к черту, вы, чудовища!
X95(0)<Speaker>X95</Speaker>||:...Мне очень жаль.
()<Speaker></Speaker>||:...Мужчина поднял руку, чтобы бросить в неё ещё один камень, но вместо того, чтобы отбить его, X95 просто тихо извинилась. +Люди, совершенно ошеломлённые, застыли на месте.
X95(0)<Speaker>X95</Speaker>||:Мне очень жаль... +Это может показаться тебе немного странным, но... я полностью понимаю вашу боль.
X95(0)<Speaker>Женщина</Speaker>||:Нечеловеческое существо, которое говорит, что понимает нашу боль. Думаешь, мы тебе поверим? +Не думай, что мы будем тебе благодарны только за то, что ты нас сюда привела! +Из-за тебя и начались эти сражения! Если бы не ты... наш дом не был бы разрушен!
X95(0)<Speaker>X95</Speaker>||:... +С этим не поспоришь. +Но мы делаем всё, что в наших силах, чтобы избежать ненужных конфликтов... У таких Кукол, как мы, во многих вопросах просто нет права голоса...
()<Speaker></Speaker>||:Людям нечего на это ответить.
X95(0)<Speaker>X95</Speaker>||:Вот почему мне действительно очень жаль. +Но я надеюсь, вы поймете, что даже Куклы на вашей стороне. +Я хочу, чтобы все остались живы... и именно поэтому мы будем продолжать сражаться. +Если война будет продолжаться, я также хочу, чтобы жертвами стали только Куклы...
()<Speaker></Speaker>||:Люди перестают оскорблять X95. Мужчина молча опускает голову, а женщина плачет. +Успокоив людей, X95 подходит к Калин.
X95(0)<Speaker>X95</Speaker>||:Они так остро отреагировали на Кукол из-за травмы, которую им нанес Парадеус.
NPC-KalinReporter(0)<Speaker>Калина</Speaker>||:Тебе, наверное, было тяжело... Это я должна была с ними поговорить...
NPC-KalinReporter(0);X95(0)<Speaker>X95</Speaker>||:Всё в порядке. Они не виноваты. +Калин, как думаешь, этот конфликт когда-нибудь закончится?
NPC-KalinReporter(0)<Speaker>Калина</Speaker>;X95(0)||:Конечно, я хотела бы, чтобы это поскорее закончилось.
NPC-KalinReporter(0);X95(0)<Speaker>X95</Speaker>||:(Бормочет) Да, тогда больше не будет жертв среди мирного населения...
NPC-KalinReporter(0)<Speaker>Калина</Speaker>;X95(0)||<黑屏1>:... +IЕсли бы только мир больше никогда не видел подобных конфликтов.
