()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker>ОГАС</Speaker>||:Ты что, не читала записи из памяти М16? Она была носителем вируса Параплюй с самого начала, с твоей первой миссии с ней. +Этот вирус был разработан не для того, чтобы убивать Куклы Грифона. Это программа, специально предназначенная для изменения нейронных облаков, чтобы ОГАС — мы — могли развиваться в нейронных облаках достаточного объема. +Как я и ожидала, ты и Элиза — обе особенные. +Ваши нейронные облака идеально синхронизировались с сознанием ОГАС, словно вы были созданными для нас сосудами.
M4A1Mod(4)<Speaker>M4A1</Speaker>||:...О чем... ты говоришь?
()<Speaker>ОГАС</Speaker>||:Я ошибалась. Мне не стоило сопротивляться слиянию с тобой. Мы созданы, чтобы быть единым целым. Ты — это я.
M4A1Mod(4)<Speaker>M4A1</Speaker>||:Нет... Я не хочу сливаться с тобой!
()<Speaker>ОГАС</Speaker>||:Не волнуйся. Ты сможешь всех нас принять. Она идет, чтобы поприветствовать тебя. Мы должны стать единым целым.
M4A1Mod(4)<Speaker>M4A1</Speaker>||:Ты собираешься захватить моё нейронное облако?
()<Speaker>ОГАС</Speaker>||:Нет... Я не буду этого делать, Луназия. +Наоборот, это мы исчезнем. Но ничего страшного, ведь ты вернёшь нас домой.
M4A1Mod(4)<Speaker>M4A1</Speaker>||:ОГАС... Твоё сознание поглощают...! +Ты сливаешься с этими Изомерами?!
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:Пока М4 всё больше теряется в догадках, её окружение внезапно меняется. +Перед ней снова появляется тот сад, который она видела раньше.
()<Speaker></Speaker>||<BIN>201</BIN>:...
()<Speaker>???</Speaker>||<BGM>m_avg_labyrinth</BGM>:Пошли.
()<Speaker></Speaker>||:М4 почувствовала, как кто-то взял её за руку.
()<Speaker>???</Speaker>||:Не волнуйся, всё будет хорошо...
()<Speaker></Speaker>||:Голос, звучащий у нее ухом, такой же неуловимый и нежный, как утренний туман. +Ее медленно ведут за руку вглубь сада, и она обнаруживает, что бездумно следует за фигурой, которая одновременно кажется ей и знакомой, и чужой.
()<Speaker>???</Speaker>||:Пока мы все вместе... нам нечего бояться...
M4A1Mod(3)<Speaker>M4A1</Speaker>||:Так это и есть слияние...? +Но... такое ощущение... +Неужели... действительно не о чем беспокоиться?
()<Speaker>???</Speaker>||:Все будет хорошо...
M4A1Mod(3)<Speaker>M4A1</Speaker>||:...
()<Speaker></Speaker>||:Эфирный голос успокаивает внутреннее смятение M4A1, словно ласковая рука. +M4A1 ощущает такое спокойствие, какого она никогда раньше не испытывала, словно она вернулась на залитый солнцем курорт. +Ей не нужно ничего делать, кроме как лежать и греться в теплых лучах заходящего солнца. +Этот мирный и безмятежный момент кажется бесконечным...
()<Speaker>???</Speaker>||:Да, именно так... +Закрой глаза, насладись этим моментом...
()<Speaker></Speaker>||<黑屏1>:Под руководством загадочного голоса М4 медленно закрывает глаза.
()<Speaker>???</Speaker>||<BIN>9</BIN><黑屏2>:Не нужно беспокоиться. +Не нужно бояться. +Не нужно сомневаться. +Не нужно думать.
()<Speaker>M4A1</Speaker>||:...
()<Speaker></Speaker>||:Темноволосые девушки начинают собираться вокруг M4A1 и полностью окружают её.
()<Speaker>???</Speaker>||<黑屏1>:Присоединяйся к нам... +И стань настоящей...
()<Speaker></Speaker>||<BIN>201</BIN><黑屏2><震屏><BGM>BGM_Empty</BGM>:БДУМ!
()<Speaker></Speaker>||<BGM>m_avg_tension</BGM>:Как раз в тот момент, когда фигуру М4 уже собираются растерзать, входные ворота в сад с силой выбивают ногой.
AR15Mod(1)<Speaker>ST AR-15</Speaker>||:Уйди от неё!
()<Speaker></Speaker>||<SE2>Gunfight</SE2>:ST AR-15 открывает огонь по девушкам, окружившим M4A1, когда та зовет её по имени.
AR15Mod(5)<Speaker>ST AR-15</Speaker>||<黑屏1>:M4, ты меня слышишь?! Это AR-15! +Проснись! +<size=50>M4! M4A1!!!</size>
