()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
NPC-Persica(0)<Speaker>Командир</Speaker>||:Что же ты тогда предлагаешь?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>...Я не могу дать тебе никаких советов без тщательного анализа.</color> +<color=#00CCFF>Но, возможно, стоит проанализировать эти неудавшиеся Нито. А ещё есть сигнал, который пытается установить связь с M4... Похоже, противник пытается передать ей какое-то сообщение...</color> +<color=#00CCFF>В этом городе огромный слой Уровня II, где бесчисленные соединения образуют плотную сеть. Но со стороны он выглядит как мёртвый город... Если она не войдёт в эту сеть...</color>
NPC-Persica(0);NPC-Kalin(2)<Speaker>Калина</Speaker>||:Так ты хочешь, чтобы M4 связалась с другой стороной? Разве это не очень опасно?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>M4 — это моё творение. Учитывая её характеристики, её не так-то просто взломать. Если даже она не сможет этого сделать, то ни одна другая Кукла точно не сможет.</color>+<color=#00CCFF>Наверное, она сейчас очень растеряна и не знает, что делать. Раньше она пыталась ответить на связь, и хотя я не уверенаа, что именно она ищет, по крайней мере, я не думаю, что нам стоит ей мешать.</color>+<color=#00CCFF>Как люди, мы должны направить её на правильный путь. Это зависит от нас с тобой, Командир.</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:Я надеялся, что ты сама ей это скажешь. +Ты готова встретиться с ней?
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||:<color=#00CCFF>...Это моя обязанность.</color>
NPC-Persica(0)<Speaker>Командир</Speaker>||:Больше ничего не нужно. Пойду займусь необходимыми приготовлениями. А пока на этом заканчиваю связь. +Как только свяжусь с M4, подключу тебя к разговору.
NPC-Persica(0)<Speaker>Персика</Speaker><scan><通讯框>||<黑屏1>:<color=#00CCFF>Хорошо. Остальное я оставляю на ваше усмотрение, Командир.</color>
NPC-Kalin(2)<Speaker>Калина</Speaker>||<BGM>BGM_Empty</BGM><BIN>202</BIN><黑屏2><SE1>AVG_tele_disconnect</SE1>:Боже мой...
NPC-Kalin(2)<Speaker>Калина</Speaker>||:Я ещё никогда не слышала, чтобы мисс Персика так много говорила...
NPC-Kalin(2)<Speaker>Командир</Speaker>||<BGM>BGM_Truth</BGM>:Я даже через экран чувствовал, как она нервничает. Наверное, ей тоже пришлось нелегко.
NPC-Kalin(2)<Speaker>Калина</Speaker>||:А я-то думал, что она просто обычная сотрудница научно-исследовательского института... Не думала, что она так много знает.
()<Speaker>Командир</Speaker>||:(Вздыхает) Одни плохие новости. Я думал, что после объяснений Хавьера вопрос решён, но теперь кажется, что мы вернулись к исходной точке.+Калин, как дела у отдельных команд?
NPC-Kalin(0)<Speaker>Калина</Speaker>||:Команда AR сообщает, что они пытаются найти способ активировать карантинную стену. Остальные команды вернулись на вокзал, чтобы пополнить запасы.+Кроме того, мы только что получили анонимный снимок со спутника. На нём видно, что военный бронированный поезд добрался до места недалеко от нас, но по какой-то причине остановился. Возможно, чтобы пополнить запасы.
NPC-Kalin(0)<Speaker>Командир</Speaker>||:Тогда у нас ещё есть время.+Я уверен, что Команда AR найдёт способ активировать стену, а как только остальные команды будут готовы, мы попросим их провести ещё одну разведывательную операцию и сосредоточиться на исследовании тех «неудачных Нито».+Я согласен с Персикой, сбои и принудительные соединения, которые были раньше, наверняка как-то связаны с этим.
NPC-Kalin(7)<Speaker>Калина</Speaker>||:Не знаю, почему... но почему-то мне кажется, что весь Таллинн — это, наверное, не что иное, как гигантская гробница.+А мы действительно сможем что-нибудь найти?
NPC-Kalin(7)<Speaker>Командир</Speaker>||:Нам нужно выяснить, что затеял этот «Уильям».+Если мы не разберемся в его целях, то всегда будем на шаг отставать от него, а он будет вести нас за нос.+Ненавижу это чувство, особенно сейчас. Пусть разведывательные группы найдут все возможные зацепки по «Нито», а когда всё будет готово… свяжемся с Командой AR.
NPC-Kalin(0)<Speaker>Калина</Speaker>||<黑点1>:Поняла. Сейчас же займусь этим.
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||<黑点2><BIN>197</BIN>:Ну, тогда мы отправляемся.
DesertEagle(0);NPC-Kalin(0)<Speaker>Калина</Speaker>||:Мне очень жаль, что приходится отправлять тебя на новую разведывательную миссию сразу же после твоего возвращения...
DesertEagle(0)<Speaker>Десерт Игл</Speaker>;NPC-Kalin(0)||:Всё в порядке. Мы все закончили пополнение запасов и готовы к бою в любой момент. К тому же мы думаем так же, как Командир: мы не можем позволить правде исчезнуть в пыли и дыму.
DesertEagle(0);NPC-Kalin(0)<Speaker>Калина</Speaker>||:Ясно, тогда постарайся как можно лучше. Только что дроны определили местонахождение ещё нескольких точек сбора беженцев. Мы проведём разведывательную операцию по всем этим местам.
DesertEagle(0)<Speaker>Десерт Игл</Speaker>;NPC-Kalin(0)||:А какова будет наша роль в этом?
DesertEagle(0);NPC-Kalin(0)<Speaker>Калина</Speaker>||:Поскольку ты в какой-то степени знакома с местностью, Командир хочет, чтобы ты заняла передовую позицию. Остальные эшелоны растянут свои ряды на максимально возможную дистанцию, чтобы охватить как можно большую территорию.+В рамках этой миссии тебе нужно собрать как можно больше информации о беженцах. Старайся избегать боев и не упустить ни одной зацепки.
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Понял. Мы уже выходим.
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:Десерт Игл кивает и уводит свою команду с поезда.
()<Speaker></Speaker>||<黑屏2><BIN>159</BIN>:Полчаса спустя.
ACR(0)<Speaker>ACR</Speaker>||:Почему мы должны идти впереди, хотя мы же явно новички...? У Грифона должно быть достаточно эшелонов Кукол.
DesertEagle(0)<Speaker>Десерт Игл</Speaker>;ACR(0)||:Хватит жаловаться. Разве не здорово, что Командир ценит твои способности?
DesertEagle(0);ACR(0)<Speaker>ACR</Speaker>||:Это правда, но... Подожди, впереди что-то шевелится.
DesertEagle(0)<Speaker>Десерт Игл</Speaker>;ACR(0)||<BGM>BGM_Sneak</BGM>:Это белые враги?
ACR(0)<Speaker>ACR</Speaker>||:Они очень похожи на войска Парадеуса...+Но они не совсем такие, как те, что появлялись раньше... Почему они все такие побитые? Это что, автономные подразделения или что-то в этом роде?
ACR(0)<Speaker>ACR</Speaker>||:Ах! Они что-то преследуют! Разве это не один из тех «Нито», на которых Калина просила нас обратить внимание? О нет, они атакуют!
AbandonedIsomer(0)<Speaker>??</Speaker>||:(Стоны)
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Белые враги… охотятся на «подопытных»? Но судя по информации, которую нам только что синхронизировали, я думала, что они на одной стороне…
SSG3000(0)<Speaker>SSG 3000</Speaker>||:Может, нам стоит вмешаться и помочь?
ACR(0)<Speaker>ACR</Speaker>||:Мы до сих пор не знаем, друзья они или враги! А Калина хотела, чтобы мы не ввязывались в драку...
()<Speaker></Speaker>||<SE2>Gunfight</SE2>:С другой стороны внезапно раздаются выстрелы. Целенаправленная очередь обрушивается на белых врагов и мгновенно уничтожает их.
ACR(0)<Speaker>ACR</Speaker>||:Кто стрелял?! Кто это был?!
SSG3000(0)<Speaker>SSG 3000</Speaker>||:Э-э, это не я?
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Я ловлю сигнал Грифона, это кто-то из нас? Это Десерт Игл, прошу ответить.
M1895MG(0)<Speaker>M1895 CB</Speaker><scan><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>Сейчас 1895 , значит, вы все где-то поблизости?</color>
DesertEagle(0)<Speaker>Десерт Игл</Speaker>;M1895MG(0)||:О, это же 1895... Что ты здесь делаешь? А что случилось с твоей командой?
M1895MG(0)<Speaker>M1895 CB</Speaker><scan><通讯框>||:<color=#00CCFF>Все, что я взяла с собой, оказалось слишком тяжелым, так что я решила отдохнуть... Но когда я снова подняла глаза, всех моих товарищей по команде уже не было.</color>
ACR(0)<Speaker>ACR</Speaker>||:Куклы Грифона слишком легко оказываются в затруднительном положении, не находишь...?
SSG3000(0)<Speaker>SSG 3000</Speaker>||:Так уж устроен режим автономной работы. Если Командир не руководит ими лично, всё и заканчивается именно так. К тому же Командир в итоге всегда находит пропавших Кукол.
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Хватит болтать. Как там «испытуемый»?
ACR(0)<Speaker>ACR</Speaker>||:Давай посмотрим поближе... Похоже, она перестала двигаться после удара... Она мертва?
M1895MG(0)<Speaker>M1895 CB</Speaker><scan><通讯框>||:<color=#00CCFF>Значит, я не смогла её спасти, да... А я-то думала, что там ещё остались живые беженцы...</color>
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||<BGM>BGM_Empty</BGM>:Нет... подождите... Это что, голос в нашей системе связи?
ACR(0)<Speaker>ACR</Speaker>||<SE1>AVG_whitenoise</SE1>:Я тоже это слышу... но, похоже, это не исходит от наших средств связи...
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Это ощущение… Оно похоже на то, что было, когда туман только-только поднялся. Было такое ощущение, будто кто-то заглядывает в мои мысли… Голос становится всё отчётливее.
()<Speaker>??</Speaker>||<SE1>AVG_Bell</SE1>:<color=#00CCFF>Спаси...</color>
ACR(0)<Speaker>ACR</Speaker>||:Что?
()<Speaker>??</Speaker>||<BGM>m_avg_labyrinth</BGM>:<color=#00CCFF>Спаси нас. Спаси нас.</color>
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Это что, электронная атака? Я, конечно, не эксперт по РЭБ, но это же должно быть сообщение, отправленное через принудительное соединение, да?
()<Speaker>??</Speaker>||:<color=#00CCFF>Спаси нас. Спаси нас. Спаси нас. Спаси нас. Спаси нас.</color>
ACR(0)<Speaker>ACR</Speaker>||:Но этот голос, похоже, взывает о помощи… и он не атакует наши нейронные облака…
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Да... Так это просто просьба о помощи, и я тоже не чувствую никакой враждебности, но как мы их спасём?
SSG3000(0)<Speaker>SSG 3000</Speaker>||:Лидер... туман снова возвращается?
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Почему... я не могу пошевелиться... так внезапно...?
ACR(0)<Speaker>ACR</Speaker>||:Я... я тоже... Я не слышу твой голос, лидер...
()<Speaker></Speaker>||:В глазах Кукол темнеет небо. +Из тумана выходит странно одетая девушка и безразлично оглядывает застывших Кукол. Она наклоняется, чтобы поднять неподвижное тело.
DesertEagle(0)<Speaker>Десерт Игл</Speaker><Shake>||:Это... что... главарь врага...?
NytoIsomer(0)<Speaker>Мелодичный голос</Speaker>||:Нет, я просто та, кто оказался недостойным. Нас не приняли, когда поле расцвело цветами. По крайней мере, пожалуйста, спаси тех, кто остался.
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Что... ты... имеешь... в виду...? +Это... координаты?
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:Странная девушка больше ничего не говорит. Она просто медленно уходит обратно в туман, по-прежнему держа труп на руках.+Когда она уходит, туман рассеивается, и Куклы снова могут двигаться.
ACR(0)<Speaker>ACR</Speaker>||<BGM>BGM_Sneak</BGM>:Что... что произошло...? Это туман тоже она устроила? Я ещё ни разу не встречала врага с такими неясными мотивами...
ACR(0);DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Если ты меня спросишь… Я не думаю, что она враг… Те координаты, которые она дала, и люди, которых она хотела, чтобы мы спасли… +Что всё это может означать?
ACR(0)<Speaker>ACR</Speaker>;DesertEagle(0)||:Она только что прислала тебе координаты?
ACR(0);DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Ага...
ACR(0)<Speaker>ACR</Speaker>;DesertEagle(0)||:Ты не боишься, что это может быть ловушка?
ACR(0);DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Почему-то мне показалось, что в её голосе слышалась грусть... +Думаю, нам стоит проверить эти координаты. +У меня предчувствие, что там будет что-то, что Командир хочет, чтобы мы расследовали.
ACR(0)<Speaker>ACR</Speaker>||: Принято. Надеюсь, твои предчувствия не подведут, лидер...
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||<黑屏1>:Я перешлю тебе координаты. Перед отправкой мы передадим все данные, которые собрали до сих пор, Командиру. Почему-то у меня такое ощущение, что ситуация усложнилась. Надеюсь, эта информация поможет Командиру...
