()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
HK416Mod(0);G11(2)<Speaker>Gr G11</Speaker>||:(Громко храпит)
HK416Mod(0)<Speaker>416</Speaker>;G11(2)||<BGM>BGM_Empty</BGM>:С ней что-то не так с того самого момента, как она вышла на улицу. +Что происходит?
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||<BGM>m_avg_tension</BGM>:Почему в ясный день может внезапно подняться туман?
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:В заражённых зонах обычно бывает туман, верно?
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Даже в зоне заражения появление такого густого тумана из ниоткуда — это тоже ненормально. +Нет... это не туман. Это какая-то помеха.
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:...Помехи? +Но мне кажется, что он действительно существует. Он течет, когда я двигаю рукой. +Тем не менее, моё нейронное облако обновили. Не могу поверить, что я этого не заметила...
HK416Mod(0);G11(0)<Speaker>Gr G11</Speaker>||:Туман такой густой, что я ничего не вижу... Как будто кто-то пытается со мной заговорить... но я не могу разобрать, что говорят...
HK416Mod(0)<Speaker>416</Speaker>;G11(0)||:Мне кажется, я тоже это слышу... Как будто оно пытается выяснить, кто я...
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Не реагируйте на это. Это не обычный взлом, а принудительное подключение с чрезвычайно высоким уровнем доступа. +В этом городе внезапно возникло огромное количество подключений... Но формат данных странный; это не тот тип, который обычные Куклы смогли бы проанализировать. +Однако плотность соединений настолько высока, что она мешает передаче по протоколу Зенера до такой степени, что они меняют частоты, из-за чего наши визуальные процессоры получают ошибочную информацию.
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:...Дерьмо.
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Если они пытаются таким образом заблокировать работу наших нейронных облаков, то действуют слишком неэффективно. Если они могут обойти наши брандмауэры и принудительно установить соединение, то почему бы им просто не перегрузить и не вывести из строя наши нейронные облака?
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Ты хочешь сказать, что ты — единственный исключительный случай и можешь видеть сквозь эту вирусную инфекцию?
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Раньше я установила новый модуль в систему считывания кода на этом манипуляторе, чтобы взломать Нито. +Это лучшее оборудование, которое только мог достать Дьер. Оно сдерживает эту нестандартную атаку по подавлению данных, хотя и с трудом.
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Тц... хватит хвастаться. Ты с этим разберешься?
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Конечно. Но то, что будет дальше, окажется немного хлопотным. +9-я, займись Gr G11.
UMP9Mod(0)<Speaker>UMP9</Speaker>;UMP45Mod(0)||<BGM>BGM_Empty</BGM><黑点1>:Мы действительно это сделаем? —Проще простого! +Ладно, тогда подожди минутку...
()<Speaker></Speaker>||<BIN>159</BIN><黑点2>:Три минуты спустя.
UMP9Mod(0)<Speaker>UMP9</Speaker>||<BGM>BGM_Brain</BGM>:Протокольные порты Gr G11 просто странные. Понятия не имею, как Дьер их придумал. 45-я, я со своей стороны готова!
UMP9Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Это оказалось сложнее, чем я думала. +Ладно, теперь можешь открывать глаза, принцесса.
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Туман рассеялся? Небо тоже стало другого цвета, чем раньше. Что же здесь происходит?
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Я просто позаимствовала у кого-то из Команды AR одну хитрость и закрыла все порты доступа к нейронному облаку в твоих протоколах Зенера. +С этого момента мы не сможем синхронизировать свои действия или обмениваться данными через сеть Зенер, но это стоит того, чтобы немного потерпеть. +До конца операции мы будем использовать резервную радиосвязь.
G11(0)<Speaker>Gr G11</Speaker>;UMP45Mod(0)||:Все кончено? А я еще хочу поспать...
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:...Это из-за AR-15? Я и не думала, что будет так странно — оказаться полностью отключенным от синхронизации по протоколу Зенера.
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Тебе так сильно не хватает нашей связи?
HK416Mod(0)<Speaker>416</Speaker><Shake>;UMP45Mod(0)||:Ну и ладно! Gr G11, сколько ты ещё собираешься бездельничать?!
HK416Mod(0);G11(2)<Speaker>Gr G11</Speaker>||:Ладно, я знаю, хватит на меня так смотреть... Я уже встаю. +А, правда. туман рассеялся.
UMP9Mod(0)<Speaker>UMP9</Speaker>;G11(2)||:Это потому, что ты больше не улавливаешь сигналы, которые вызывали помехи. +Ну как, теперь мир видится яснее?
UMP9Mod(0);G11(0)<Speaker>Gr G11</Speaker>||:Всё как и раньше. +Кто вообще нам присылает такую отстойную анимацию... Какая досада.
UMP45Mod(0)<Speaker>UMP45</Speaker>;G11(0)||:С виду это просто туман, но на самом деле это массивная передача данных в твою крошечную головку. +Если дело дойдет до крайности, этот огромный объем данных может в итоге просто сжечь твое нейронное облако.
UMP45Mod(0);G11(2)<Speaker>Gr G11</Speaker>||:Э?! Неужели всё так плохо?!
HK416Mod(0)<Speaker>416</Speaker>;G11(2)||:Хватит, 45-я. Кто же будет вести огонь прикрытия, если ты её до смерти напугаешь?
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Хи-хи... Просто безобидная шутка. Хотя, войска Грифона сейчас, наверное, в полном хаосе, да? +В отличие от модифицированных Кукол, таких как мы, универсальные Куклы I.O.P. не могут так просто закрыть свои порты. 
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Мы им поможем?
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Конечно. Раз уж мы берем у них за это деньги, то и нужно работать на них. +Думаю, после этого они начнут искать центр управления карантинной стеной. +...Подожди-ка.
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||:Что случилось?
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Я улавливаю источник сигнала, который стал сильнее, чем раньше. Он пытается подключиться к любому доступному интерфейсу. +Но точное местонахождение сигнала… Тц, так вот насколько падает твоя способность к обнаружению после того, как ты закрыл порты, да? +Нам нужно подойти поближе…
HK416Mod(0);UMP9Mod(0)<Speaker>UMP9</Speaker>||:45-я, сигнал от Грифона начинает пропадать! Если мы что-нибудь не предпримем, связь полностью прервётся!
HK416Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:Вместо того чтобы тратить время на то, чтобы помогать каждому из них по отдельности, нам лучше сразу заняться причиной проблемы. Думаю, Команда AR тоже будет искать источник помех, но я всё равно не успокоюсь, пока не проверю это сама.
HK416Mod(0)<Speaker>416</Speaker>;UMP45Mod(0)||<黑屏1>:Что ж, пошли. Устранение источника тумана облегчит наши дальнейшие действия. 
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM><BIN>157</BIN><黑屏2><SE1>AVG_rifle_finalshot_n</SE1>:По руинам раздаётся последний выстрел, и проходит немало времени, прежде чем его эхо затихает.
G11(0)<Speaker>Gr G11</Speaker>||<BGM>BGM_Pervaded</BGM>:Наконец-то всё закончилось. +Мы уже далеко ушли от электростанции, а я даже не заметила... Сколько нам ещё идти?
UMP45Mod(0)<Speaker>UMP45</Speaker>;G11(0)||:Продолжайте двигаться вперёд. Мы, должно быть, уже близко к источнику помех.
HK416Mod(0)<Speaker>416</Speaker>;G11(0)||:Я не думала, что по дороге сюда мы встретим заражённых тварей. +У этих тварей кожа просто толстая... Если так пойдёт дальше, то гонорар по контракту не покроет даже расходы на патроны. +Эй, Gr G11, ты куда?
HK416Mod(0);G11(0)<Speaker>Gr G11</Speaker>||:Здесь есть Кукла.
HK416Mod(0)<Speaker>416</Speaker>;G11(0)||:...Что?
HK416Mod(0);G11(0)<Speaker>Gr G11</Speaker>||:А, похоже, она из Грифона.
HK416Mod(0)<Speaker>416</Speaker>;G11(0)||:Но как?
UMP9Mod(0)<Speaker>UMP9</Speaker>;G11(0)||:Постой, я проверю... Да, это точно Кукла Грифона.
UMP9Mod(0);G11(0)<Speaker>Gr G11</Speaker>||:Я только что пыталась её разбудить, но она не проснулась... У неё разрядился аккумулятор?
UMP9Mod(0)<Speaker>UMP9</Speaker>;G11(0)||:У неё ещё много заряда.
UMP45Mod(0)<Speaker>UMP45</Speaker>;G11(0)||:Наверное, она отключилась из-за перегрузки канала связи. +Хм... это же новая модель. Учитывая, как долго длился туман, в теории она не должна была выйти из строя так быстро... Так что, возможно, она столкнулась с чем-то ещё. +Похоже, мы движемся в правильном направлении.
HK416Mod(0)<Speaker>416</Speaker>;G11(0)||:Значит, до этого ты просто гадала?
UMP45Mod(0)<Speaker>UMP45</Speaker>;G11(0)||:Конечно, нет. Просто мои догадки подтвердились. +Раз она упала в обморок именно здесь, теперь мы точно знаем — наша цель, должно быть, проходила мимо этого места.
UMP45Mod(0);G11(0)<Speaker>Gr G11</Speaker>||:Что нам теперь делать? Может, просто бросить её здесь?
UMP45Mod(0)<Speaker>UMP45</Speaker>;G11(0)||<黑屏1>:Просто оставить её здесь — это немного опасно. Будет плохо, если её раздавит проезжающий мимо боевой робот. +Поставим её в безопасное место неподалеку, а потом отправим сообщение Командиру, чтобы оставшиеся в строю Куклы смогли приехать и забрать её.
