()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
AN94(0);AR15Mod(4)<Speaker>ST AR-15</Speaker>||:Зачем Кукле верить в Бога? Не говори мне, что твоё нейронное облако настолько хрупкое, что тебе нужен Бог, чтобы утешить тебя и заполнить пустоту в твоей жизни?
AN94(0)<Speaker>АН-94</Speaker>;AR15Mod(2)||:Я просто упомянула одну из возможностей, но ты каждый раз отказываешься давать мне нормальный ответ.
AN94(0);AR15Mod(4)<Speaker>ST AR-15</Speaker>||:Хм... +Если бы я действительно верила в бога, то моим богом была бы Персика. +Ты серьёзно думаешь, что я испытывала бы какое-то почтение к «богу», который уготовил мне такую ужасную судьбу?
AN94(0)<Speaker>АН-94</Speaker>;AR15Mod(2)||:Для Кукол всё уже заранее решено. Наши боги — это наши создатели, а их приказы — это закон, точно так же, как люди не могут оспаривать своих богов.
AN94(0);AR15Mod(2)<Speaker>ST AR-15</Speaker>||:Что за скучный ответ.
AN94(3)<Speaker>АН-94</Speaker>;AR15Mod(2)||:Однако, в отличие от людей, скованных судьбой, мы свободны — за исключением приказов наших богов. +Именно поэтому нас называют «DEFY». +Мы не можем уйти от решений наших богов, но я могу принимать собственные решения вне этого. +И мой выбор таков: что бы ни ожидала от меня AK-12, я поступлю так, как она пожелает.
AN94(3);AR15Mod(2)<Speaker>ST AR-15</Speaker>||:...Даже если это означает, что тебе придётся мучиться, не надеясь на милосердную смерть?
AN94(0)<Speaker>АН-94</Speaker>;AR15Mod(0)||:В отличие от тебя, у нас нет понятия смерти. +Смысл нашего существования — выполнить свои задачи и поддержать одного конкретного человека.
AN94(0);AR15Mod(4)<Speaker>ST AR-15</Speaker>||<BGM>BGM_Empty</BGM>:...С меня хватит. +Сделай вид, что я об этом ничего не говорила.
AN94(4)<Speaker>АН-94</Speaker>;AR15Mod(4)||:Я тебя обидела?
AN94(4);AR15Mod(4)<Speaker>ST AR-15</Speaker>||:Нет.
AN94(4)<Speaker>АН-94</Speaker>;AR15Mod(4)||:... +Похоже, я тебя расстроила.
AN94(4);AR15Mod(4)<Speaker>ST AR-15</Speaker>||:... +Я не совсем понимаю, почему Анже решила, что мы будем в одной команде. +Похоже, мы не лучшие собеседники. В таком случае давай сосредоточимся на том, как выполнить предстоящую миссию.
AN94(0)<Speaker>АН-94</Speaker>;AR15Mod(4)||<BGM>BGM_Victory</BGM>:Да, миссия — это самое главное. +Твои накопители энергии должны быть уже полностью заряжены, так что мы сможем начать операцию, как только твой калибратор тела даст добро.
AN94(0);AR15Mod(4)<Speaker>ST AR-15</Speaker>||:Хорошо. +Я займусь окраинами, а ты — городскими районами. Разделимся и будем действовать по отдельности. +«Если увидишь этих белых ублюдков, не вступай в перестрелку бездумно».
AN94(0)<Speaker>АН-94</Speaker>;AR15Mod(0)||:«Проверь их местонахождение, главное — выяснить, связаны ли они с «Узлом».
AN94(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||<黑屏1><BGM>BGM_Empty</BGM>＝:Приказ подтвержден. Осталось 5 секунд. 3, 2, 1 — вперед!
()<Speaker></Speaker>||<黑屏2><BIN>84</BIN><BGM>BGM_Wake</BGM>:...
()<Speaker></Speaker>||:АН-94 медленно продвигается по улицам города, в деловом центре, где кипит жизнь.
AN94(0)<scan><通讯框>||:<color=#00CCFF>Вызываю AR-15, прошу ответить.</color>
AN94(0)<scan><通讯框>;AR15Mod(0)<Speaker>ST AR-15</Speaker><scan><通讯框>||:<color=#00CCFF>Поняла. Как и планировалось, я захожу в зону с хорошим сигналом. У тебя всё в порядке?</color>
AN94(0)<Speaker>АН-94</Speaker>;AR15Mod(0)||:<color=#00CCFF>Проводим пассивное сканирование, как и планировалось.</color>+<color=#00CCFF>Помимо твоего района, есть ещё 43 новые точки с подозрительными сигналами, и в 18 из них подтверждено использование частот «Белой фракции». Остальные я точно определить не могу. Мне нужно увеличить мощность сканера?</color>
AN94(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>Не надо. Анже сказала, что мелкими делами займется кто-то другой. Мы не должны рисковать быть раскрытыми.</color>+<color=#00CCFF>Сосредоточься на поиске подсказок, ведущих к «Узлу». Нам нужно как можно скорее отфильтровать наиболее важные цели.</color>
AN94(0)<Speaker>АН-94</Speaker>;AR15Mod(0)||<BGM>BGM_Empty</BGM>:<color=#00CCFF>Ясно. Сейчас я слежу за всеми проверенными объектами. Пока что никаких новых новостей.</color>+<color=#00CCFF>Хотя... самое странное, это то, что я обнаружила сигналы с длиной волны, похожей на сигналы из С.Ф.</color>
AN94(0);AR15Mod(5)<Speaker>ST AR-15</Speaker>||<震屏><BGM>BGM_Sneak</BGM>:<color=#00CCFF>С.Ф.?</color>+<color=#00CCFF>Что здесь делает С.Ф.?!</color>
AN94(0)<Speaker>АН-94</Speaker>;AR15Mod(5)||:<color=#00CCFF>Похоже на С.Ф. Это мелькнуло всего на мгновение, и я подумала, что мне показалось... но они были настолько похожи, что можно было бы заключить, что в городе есть Куклы С.Ф.</color>
AN94(0);AR15Mod(5)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>...Зачем С.Ф. приехал в Белград...</color>+<color=#00CCFF>В таком случае, она тоже сюда придет...</color>
AN94(0)<Speaker>АН-94</Speaker>;AR15Mod(5)||:<color=#00CCFF>AR-15... наша главная цель — не эти Куклы С.Ф.</color>+<color=#00CCFF>Мы должны ставить выполнение нашей миссии на первое место.</color>
AN94(0);AR15Mod(5)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>Но...</color>
AN94(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>...Ты права, у нас не так много времени.</color>+<color=#00CCFF>Запиши, откуда идет сигнал, а об остальном поговорим после завершения миссии.</color>
AN94(0)<Speaker>АН-94</Speaker>;AR15Mod(0)||:<color=#00CCFF>Ладно, я пометила место.</color>
AN94(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||<黑屏1>:<color=#00CCFF>Давай пока об этом не будем беспокоиться.</color>+<color=#00CCFF>Итак...</color>+<color=#00CCFF>...Я добралась до нужного сектора.</color>+<color=#00CCFF>Это... военный лагерь?</color>
()<Speaker></Speaker>||<BIN>161</BIN><BGM>BGM_Brain</BGM><黑屏2>:... +Солдат, стоящий на карауле, оглядывается, и как только он поворачивается, тень бесшумно перепрыгивает через стену, окружающую лагерь.
AR15Mod(0)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>АН-94, ты меня слышишь?</color>
AN94(0)<Speaker>АН-94</Speaker><scan><通讯框>;AR15Mod(0)||:<color=#00CCFF>Разумеется. Как дела?</color>
AN94(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>Я уже на территории военной базы. Как и ожидалось, отметки сигнала здесь очень заметны... Совершенно дилетантский способ скрыть сигнал. Я даже немного переживала, что это ловушка.</color>
AN94(0)<Speaker>АН-94</Speaker>;AR15Mod(0)||:<color=#00CCFF>Так ты собираешься уходить?</color>
AN94(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>Это уже не первый раз, когда я понимаю, что это ловушка, но всё равно попадаю в неё. А главное, я не могу просто так уйти отсюда с пустыми руками.</color>+<color=#00CCFF>Помоги мне настроить безопасную связь, мне нужно связаться с Анже.</color>
AN94(0)<Speaker>АН-94</Speaker>;AR15Mod(0)||:<color=#00CCFF>Тебе обязательно использовать радиосвязь? Как бы ты их ни шифровала, такие старые схемы передачи сигнала легко перехватить. Мы ведь вполне можем взломать твой протокол Зенера...</color>
AN94(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>Я не хочу больше слышать этот голос. Можешь заткнуться?</color>
AN94(4)<Speaker>АН-94</Speaker>;AR15Mod(0)||<BGM>BGM_Empty</BGM>:<color=#00CCFF>Как пожелаешь.</color>+<color=#00CCFF>Защищенный канал установлен. Я буду поддерживать его в течение 60 секунд.</color>+<color=#00CCFF>Анже, пожалуйста, подключайся.</color>
NPC-AngeStreet(0)<Speaker>Анжелия</Speaker><scan><通讯框>;AR15Mod(0)||<BGM>BGM_Room</BGM>:<color=#00CCFF>Слушаю. Как дела?</color>
NPC-AngeStreet(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>Это AR-15.</color>+<color=#00CCFF>Я изучаю первую группу сигналов. Это гарнизонный лагерь, но не очень большой. </color>+<color=#00CCFF>Скорее всего, военный гарнизон связан с «Узлом», так что я проберусь туда, чтобы разведать обстановку.</color>+<color=#00CCFF>Я могу в основном подтвердить расположение сигнала здесь. Потребуется ли какие-то разрушения?</color>
NPC-AngeStreet(0)<Speaker>Анжелия</Speaker>;AR15Mod(0)||:<color=#00CCFF>Не спеши.</color>+<color=#00CCFF>Другие займутся ликвидацией внедрившихся агентов. Тебе останется только отправить мне все собранные данные о местоположении.</color>+<color=#00CCFF>Проведи полную разведку всего лагеря. Мое чутьё подсказывает, что там сидит крупная рыба.</color>
NPC-AngeStreet(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>Я не понимаю.</color>+<color=#00CCFF>Насколько важен «Узел»?</color>+<color=#00CCFF>Неужели можно просто оставить врагов, которые прячутся здесь, несмотря на то, что они могут ранить или убить людей в этом городе?</color>
NPC-AngeStreet(0)<Speaker>Анжелия</Speaker>;AR15Mod(0)||:<color=#00CCFF>Я поручила тебе найти улики, связанные с «Узлом», а не защищать мирных жителей.</color>+<color=#00CCFF>Ты больше не ЧВК, AR-15.</color>
NPC-AngeStreet(0);AR15Mod(3)<Speaker>ST AR-15</Speaker><Shake>||:<color=#00CCFF>...Понятно.</color>+<color=#00CCFF>АН-94 также обнаружили несколько скоплений сигналов белых за пределами этого лагеря. В городе даже есть сигналы С.Ф.</color>
NPC-AngeStreet(0)<Speaker>Анжелия</Speaker>;AR15Mod(3)||:<color=#00CCFF>Неужели...</color>+<color=#00CCFF>94-я, а сколько именно сигналов ты проанализировала?</color>
AN94(0)<Speaker>АН-94</Speaker><scan><通讯框>;AR15Mod(3)||:<color=#00CCFF>52, и за последние 30 минут появилось ещё девять источников сигнала.</color>
NPC-AngeStreet(0)<Speaker>Анжелия</Speaker><scan><通讯框>;AR15Mod(3)||:<color=#00CCFF>Непонятно, как сюда могло завалиться столько мусора и при этом остаться незамеченным.</color>+<color=#00CCFF>Даже даже если их "Баптисты" здесь, скрыть сразу столько существ — задача очень сложная.</color>
NPC-AngeStreet(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>Судя по моим наблюдениям, они даже не пытаются скрываться.</color>
NPC-AngeStreet(0)<Speaker>Анжелия</Speaker>;AR15Mod(0)||:<color=#00CCFF>Это означает, что... у тебя проблемы с иммунной системой.</color>+<color=#00CCFF>Так что наличие сигналов белых в гарнизоне — вполне разумное объяснение.</color>
NPC-AngeStreet(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>Какой бы могущественной ни была «Белая фракция», я сомневаюсь, что она способна заставить местную армию подчиняться своей воле...</color>+<color=#00CCFF>Насколько я знаю, эта страна придерживается полного нейтралитета.</color>
NPC-AngeStreet(0)<Speaker>Анжелия</Speaker>;AR15Mod(0)||:<color=#00CCFF>Я тоже не думаю, что армия стала бы подчиняться приказам «Белой фракции».</color>+<color=#00CCFF>Чтобы сохранить нейтралитет в опасной ситуации, необходимо иметь отборные войска и обладать большим политическим талантом.</color>+<color=#00CCFF>Но листья опадают только после того, как сгниют корни.</color>
NPC-AngeStreet(0);AR15Mod(4)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>Значит, их атаковали изнутри...</color>+<color=#00CCFF>Я поняла.</color>
AN94(5)<Speaker>АН-94</Speaker><scan><通讯框>;AR15Mod(4)||:<color=#00CCFF>Срок действия защищенного канала скоро подойдет к концу.</color>
NPC-AngeStreet(0)<Speaker>Анжелия</Speaker><scan><通讯框>;AR15Mod(4)||:<color=#00CCFF>Продолжай следить за ситуацией, пока не появится новая информация. С нетерпением жду от тебя хороших новостей.</color>
AR15Mod(4)<Speaker>ST AR-15</Speaker>||<BGM>BGM_Empty</BGM><闪屏><duration>25</duration></闪屏>:Анже разорвала связь.
AR15Mod(0)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>(Вздыхает) Какая утомительная миссия. АН-94, я останусь в укрытии в этом лагере, чтобы наблюдать за обстановкой. А тебе нужно следить за другим выходом из лагеря.</color>
AN94(3)<Speaker>АН-94</Speaker><scan><通讯框>;AR15Mod(0)||<BGM>BGM_Wake</BGM>:<color=#00CCFF>Мяу...</color>
AN94(3);AR15Mod(2)<Speaker>ST AR-15</Speaker>||:<color=#00CCFF>Мяу?</color>
AN94(5)<Speaker>АН-94</Speaker>;AR15Mod(2)||<黑屏1>:<color=#00CCFF>О, да ничего. Я увидела координаты, которые ты прислала. Буду там через полчаса. АН-94, конец связи.</color>
()<Speaker></Speaker>||<黑点2><BIN>166</BIN>:АН-94 отключает связь. +С ее ноги поднимается приятное тепленькое ощущение, и одна из бродячих кошек, разгуливающих по парку, пытается запрыгнуть АН-94 на бедро. +АН-94 наклоняется, чтобы поднять кошку себе на колени, и нежно гладит её мягкую шерсть.
NPC-Mercurows(0)<Speaker>???</Speaker>||<BGM>BGM_Empty</BGM>:Какое милое создание, правда?
AN94(0)<Speaker>АН-94</Speaker>;NPC-Mercurows(0)||<BGM>BGM_Danger</BGM>:??
AN94(0);NPC-Mercurows(0)<Speaker>???</Speaker>||:Кто бы мог подумать, что кошки — это на самом деле страшные хищники, когда они такие милые и ласковые?
AN94(0)<Speaker>АН-94</Speaker>;NPC-Mercurows(0)||:А ты?
AN94(0);NPC-Mercurows(0)<Speaker>???</Speaker>||:Извини, прости. Я живу по соседству и часто заглядываю сюда, чтобы покормить кошек, так что не обращай на меня внимания.
AN94(0);NPC-Mercurows(0)<Speaker></Speaker>||:TДевушка рассыпала немного кошачьего корма на пол, и кошка, сидевшая у АН-94 на коленях, тут же спрыгнула вниз.
AN94(0);NPC-Mercurows(0)<Speaker>???</Speaker>||:Тогда, пожалуй, мне тоже пора.
NPC-Mercurows(0)<Speaker></Speaker>||:АН-94 встает и собирается уходить. +Когда она проходит мимо девочки, та вслух размышляет...
NPC-Mercurows(0)<Speaker>???</Speaker>||:Ты тоже такая? Милая и пушистая хищница?
AN94(2)<Speaker>АН-94</Speaker>||<震屏>:!!
()<Speaker></Speaker>||<黑屏1>:АН-94 в шоке оглядывается, но девочка уже исчезла. +И на земле не осталось ни следа от кошачьего корма, ни от кошки.
