()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
NPC-Kalin(3)<Speaker>Калина/Speaker>||:Ой, чуть не забыла! +Командир, посмотрите-ка!
()<Speaker></Speaker>||:...Калина свалила на стол кучу документов.
NPC-Kalin(3)<Speaker>Командир</Speaker>||:Посмотрим... +Специальные колонки и обзоры... +ООН разъясняет свою антивоенную позицию... но даты все...
NPC-Kalin(3)<Speaker>Калина/Speaker>||:Они с мероприятия, которое прошло два года назад в честь 10-летия окончания Третьей мировой войны... +K откопал кучу статей того периода. Он всегда обращал особое внимание на такие вещи, которые можно было найти где угодно.
NPC-Kalin(3)<Speaker>Командир</Speaker>||:... +"Россартизм".
NPC-Kalin(3)<Speaker>Калина/Speaker>||:Точно... Это все мероприятия, связанные с россартизмом.
NPC-Kalin(3)<Speaker>Командир</Speaker>||:Я слышал, что россартисты стояли за созданием Организации Объединенных Наций и даже были причастны к окончанию Третьей мировой войны. +Тем не менее, в том, что он коллекционирует эти вещи, нет ничего удивительного. Хотя К. и не участвовал в политической деятельности, похоже, у него есть своя полит позиция. +Тем не менее, я не понимаю, почему такой человек, как он, решил поддержать столь радикальную идеологию.
NPC-Kalin(3)<Speaker>Калина/Speaker>||:Думаю, я поняла, почему К. выбрал именно нас... посмотри на это.
NPC-Kalin(3)<Speaker>Командир</Speaker>||:Это...
NPC-Kalin(3)<Speaker>Калина/Speaker>||:В мае, 25 членов Организации Объединенных Наций объявят о своём желании принять россартизм. +Общественная поддержка правительств, практикующих россартизм, превышает 70%. +Скоро родится новая общая судьба, и человечество вступит в новую эру веры и взаимопомощи. +Высокопоставленные чиновники ООН объявили о новых инициативах для прогресса человечества и уже готовы стать авангардом нового мира.
NPC-Kalin(3)<Speaker>Командир</Speaker>||:Постой, что это было...?
NPC-Kalin(3)<Speaker>Калина/Speaker>||:Да... Я тоже был очень удивлена, когда это увидел.
NPC-Kalin(3)<Speaker>Командир</Speaker>||:"Более новый мир..."
NPC-Kalin(3)<Speaker>Калина/Speaker>||:«Передовые рубежи нового мира». +Вот слоган движения «Россартистов». +Они использовали его задолго до того, как это сделал Грифон.
NPC-Kalin(3)<Speaker>Командир</Speaker>||:...
NPC-Kalin(3)<Speaker>Калина/Speaker>||:Распространение россартизма на территории страны запрещено, поэтому мы о нём почти ничего не знаем... +Понятия не имею, зачем мистер Крюгер решил использовать это в качестве слогана для Грифона...
NPC-Kalin(3)<Speaker>Командир</Speaker>||:... +На этом закончим на сегодня.
NPC-Kalin(2)<Speaker>Калина/Speaker>||:Эм?
NPC-Kalin(2)<Speaker>Командир</Speaker>||:Думать об этом бесполезно, да и завтра нам предстоит выполнить задание. Хватит на сегодня.
NPC-Kalin(3)<Speaker>Калина/Speaker>||:Это... это верно. Тогда я пойду спать. Спокойной ночи, Командир.
()<Speaker></Speaker>||:...
()<Speaker></Speaker>||:...Я прервал разговор на полуслове, потому что тревога и беспокойство, которые я испытывал, были сильнее, чем тогда, когда Нито наблюдали за мной у моей постели.
()<Speaker>Командир</Speaker>||:«Передовые рубежи нового мира...» Хм.
()<Speaker>Командир</Speaker>||<黑屏1>:Какие силы могли привести к такому повороту событий... +Возможно, всё это гораздо сложнее и страшнее, чем я могу себе представить.
