()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
M4A1Mod(0);DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Мне вдруг стало намного лучше... Только что было просто ужасно, как будто кто-то захватил контроль над моим нейронным облаком. +Похоже, связь тоже восстановилась.
M4A1Mod(0)<Speaker>M4A1</Speaker>;DesertEagle(0)||:Да... Не знаю, что тут произошло, но это место небезопасно. +Твоя миссия выполнена. Я уже синхронизировала данные системы опознавания с остальными. +Наш поезд скоро прибудет на станцию. Тебе лучше вернуться туда и дождаться Командира.
M4A1Mod(0);DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Поняла! А как насчет твоей команды?
M4A1Mod(0)<Speaker>M4A1</Speaker>;DesertEagle(0)||:Мы только что осмотрели комнату; устройства, которые там находятся, — это точно механизм управления карантинной стеной. Но шифрование для авторизации доступа очень надежное, так что мы не сможем активировать карантинную стену ещё полтора часа. +Но не волнуйся. Выход найдётся - просто доверься нам.
M4A1Mod(0);DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Хорошо. +Вы, девчонки, вызываете доверие. Все всегда говорили, что вы какие-то странные Куклы... Но только встретив вас, я поняла, что на самом деле вы все очень милые люди.
M4A1Mod(0)<Speaker>M4A1</Speaker>;DesertEagle(0)||:Спасибо, но не стоит об этом говорить... Мы просто выполняем свой долг.
DesertEagle(0)<Speaker>Десерт Игл</Speaker>||:Нет, это нужно было сказать. Пока что мы уходим. +Спасибо, что спасла нашего товарища!
()<Speaker></Speaker>||:Куклы из разведывательного эшелона отдают честь М4 и покидают центр управления.
M4A1Mod(0)<Speaker>M4A1</Speaker><Speaker>M4A1</Speaker>||:Спасибо... э-э...
M4A1Mod(0)<Speaker></Speaker>||<SE1>AVG_tele_connect</SE1>:...Клик.
M4A1Mod(0)<Speaker>M4A1</Speaker>||:(Не удалось определить источник? ...А, наверное, это они.) +Это M4A1.
M4A1Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker><scan><通讯框>||:<color=#00CCFF>Утречка, M4A1.</color> +<color=#00CCFF>Ты и твои товарищи по команде уже проснулись?</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;UMP45Mod(0)||:Помехи исчезли, так что переходи к делу.
M4A1Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||<BGM>BGM_Empty</BGM>:<color=#00CCFF>Да, тут только что произошло несколько событий, так что я скажу коротко.</color> +<color=#00CCFF>Помехи были вызваны соединениями с высокой плотностью данных, а цель, к которой источник помех так упорно пытался подключиться... это ты, M4.</color>
M4A1Mod(3)<Speaker>M4A1</Speaker>;UMP45Mod(0)||<BGM>BGM_Pervaded</BGM>:...
M4A1Mod(3);UMP45Mod(0)<Speaker>UMP45</Speaker>||:<color=#00CCFF>Похоже, ты уже это поняла, так что, пожалуйста, взгляни на это.</color>
M4A1Mod(0);UMP45Mod(0)<Speaker></Speaker>||<SE1>AVG_keyboardtype_sci</SE1>:<color=#00CCFF>【Системное сообщение】Передача данных...</color> +<color=#00CCFF>【Системное сообщение】Передача завершена.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;UMP45Mod(0)||:Что это?
M4A1Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:<color=#00CCFF>Ты её знаешь?</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;UMP45Mod(0)||:Она спит?
M4A1Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:<color=#00CCFF>К сожалению, она мертва.</color> +<color=#00CCFF>Она — один из источников помех, которые мне удалось вычислить.</color> +<color=#00CCFF>Тебе не кажется... что она очень на тебя похожа?</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;UMP45Mod(0)||:Что ты хочешь этим сказать?
M4A1Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:<color=#00CCFF>Я хочу сказать, что эти источники помех идут за тобой. Я чувствую, как их воля пронизывает этот город...</color> +<color=#00CCFF>Хотя я и не знаю, что они затевают, очевидно, что их следующий шаг будет гораздо серьезнее, чем простые помехи.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;UMP45Mod(0)||:Тц... Почему это всегда происходит со мной...
M4A1Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||<黑屏1>:<color=#00CCFF>Этот труп когда-то был человеком, а не Куклой. Не знаю, как ей удаётся устанавливать эти связи, но её идентификационный сигнал очень похож на тех Нито, с которыми мы встречались раньше.</color> +<color=#00CCFF>А если в этом городе несколько сотен Нито... Думаю, не нужно подробно объяснять, с чем тебе придётся столкнуться дальше.</color> +<color=#00CCFF>Советую тебе как можно скорее получить доступ к системе управления карантинной стеной. Чем быстрее мы уберёмся отсюда, тем лучше.</color>
悠远的声音()<Speaker>Отдаленный голос</Speaker>||<BGM>BGM_Empty</BGM><SE1>AVG_whitenoise</SE1><BIN>9</BIN><黑屏2>:Ты — первый луч света или последняя тень?
悠远的声音()<Speaker>Отдаленный голос</Speaker>||<BGM>m_avg_labyrinth</BGM><SE1>AVG_Bell</SE1>:Я задержалась здесь намного дольше, чем хотела. Сто дней прошло? Тысяча? Десять тысяч? +Даже если я и перемещаюсь из одного тела в другое, в конечном счёте это всего лишь грубые подделки. Если бы хозяйка этого тела была здесь, она смогла бы выразиться гораздо красноречивее. +Я не хочу больше быть марионеткой или чьей-то тенью. +Ты готова нам помочь? Ты готова принять нас? +Я почти забыла, кто я такая. Пожалуйста, прими меня, пока все не исчезли, и тогда мы вместе вернёмся домой.
M4A1Mod(4)<Speaker>M4A1</Speaker>||:(ОГАС! Я же тебе говорила, не хочу это слышать!)
M4A1Mod(4)<Speaker>Ясный голос</Speaker>||:(Я... не могу остановить эти связи. Похоже, они нашли тебя.)
M4A1Mod(4)<Speaker>M4A1</Speaker>||:(Чёрт... Отключи все протоколы, закрой все порты! Я не хочу их слышать!)
M4A1Mod(4)<Speaker>Ясный голос</Speaker>||<白屏1>:(Эти голоса... доносятся не через протокол связи, а из глубин твоего нейронного облака...)
()<Speaker></Speaker>||<白屏2><SE1>AVG_bigglassbreak</SE1><闪屏><duration>10</duration><rate>20</rate><delay>30</delay><CG>195,206,201</CG></闪屏>:
M4A1Mod(3)<Speaker>M4A1</Speaker>||:(Это что... воспоминания Лунасии? Почему у них есть эти воспоминания...)
M4A1Mod(3)<Speaker>Ясный голос</Speaker>||:Когда-то ты пыталась разыскать своё прошлое, но, похоже, теперь это прошлое само тебя нашло.
M4A1Mod(0)<Speaker>M4A1</Speaker>||:...
M4A1Mod(0)<Speaker>Ясный голос</Speaker>||<黑屏1>:Лунасия. Пришло время принять решение. Ты не можешь снова и снова убегать от самой себя, после того как решила найти свое «я»
UMP45()<Speaker>UMP45</Speaker>||<BIN>9</BIN><黑屏2><黑屏1>:<color=#00CCFF>M4, M4!</color>
M4A1()<Speaker>M4A1</Speaker>||<BIN>46</BIN><黑屏2><BGM>BGM_Empty</BGM>:!!
UMP45Mod(0)<Speaker>UMP45</Speaker><scan><通讯框>||:<color=#00CCFF>Ты меня слышишь?</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;UMP45Mod(0)||:Нет... (Вздыхает) То есть, да, я тебя слышу... +Об этом поговорим позже. Поезд Командира подъезжает к Таллинну. +Встретимся на Таллиннском вокзале. Я соберу всех наших Кукол, и мы придумаем, как прорваться через карантинную заградительную стену.
M4A1Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:<color=#00CCFF>Ты получила доступ к системам активации карантинной стены?</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>;UMP45Mod(0)||<SE1>AVG_tele_disconnect</SE1><黑屏1>:Пока нет, я что-нибудь придумаю.
M4A1Mod(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||<黑屏2>:Что с тобой, ты ужасно выглядишь. Я так и знала... Ты чего-то боишься.
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:Даже если я не буду их искать... они сами найдут меня...
M4A1Mod(0);AR15Mod(2)<Speaker>ST AR-15</Speaker>||<BGM>BGM_Wake</BGM>:Эти источники помех как-то связаны с той «тобой», что живет внутри тебя?
M4A1Mod(3)<Speaker>M4A1</Speaker>;AR15Mod(2)||:Что делать, если я дойду до конца этого пути, а ответ окажется ошибочным? +А что, если все наши усилия окажутся напрасными и изменить текущую ситуацию будет невозможно? Что тогда делать?
M4A1Mod(3);AR15Mod(4)<Speaker>ST AR-15</Speaker>||:M4... +Ты... ты действительно боишься. Ты думаешь, что если отправишься на поиски правды, то в итоге можешь расстаться со всеми. Но даже если правда окажется не такой, как тебе хотелось бы, ничего уже не будет прежним.
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(4)||:...
M4A1Mod(0);AR15Mod(4)<Speaker>ST AR-15</Speaker>||:Честно говоря, я уже давно не выношу эту твою нерешительность.
M4A1Mod(3)<Speaker>M4A1</Speaker>;AR15Mod(4)||:Прости, что я тебя разочаровала...
M4A1Mod(3);AR15Mod(4)<Speaker>ST AR-15</Speaker>||:Но я начинаю понимать, почему ты так нерешительна. Это потому, что то, с чем тебе приходится сталкиваться, то, что тебе приходится выносить, гораздо тяжелее того, с чем приходится справляться нам. +Каждое твое решение влияет на кого-то, кто тебе дорог, поэтому каждое твое решение дается с огромным трудом.
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(4)||:Я...
M4A1Mod(0);AR15Mod(3)<Speaker>ST AR-15</Speaker>||:Но в конце концов тебе ПРИДЁТСЯ принять решение. Хотя твой выбор может привести к тому, чего ты не хочешь, кто сказал, что колебания — это не просто другая форма провала? +Даже если то, чего ты боишься, станет реальностью... Я не отвернусь от тебя, как и Команда AR.
M4A1Mod(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:Помни, M4A1. Мы для тебя не бремя. Мы — твоя опора. Мы не боимся той опасности, которую ты несешь. Нас больше беспокоит, что мы не заслуживаем твоего доверия.
M4A1Mod(2)<Speaker>M4A1</Speaker>;AR15Mod(0)||:15-я...
M4A1Mod(2);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:<Size=30>К тому же, даже если ты не захочешь возвращаться, я тебя ЗАТАЩУ назад, пусть даже с криками и сопротивлением, если понадобится.</Size>
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:...О чём ты говоришь?
M4A1Mod(0);AR15Mod(0)<Speaker>ST AR-15</Speaker>||:Ничего страшного. +Командир должен скоро прибыть на станцию, так что давай приступим — будь то взлом системы управления карантинной стеной или поиск той «правды», которую ты так долго искала.
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||<BGM>BGM_Empty</BGM><黑屏1>:Я... понимаю. Мне нужно взять себя в руки, а потом разобраться с этой заварушкой.
()<Speaker></Speaker>||<BIN>196</BIN><黑屏2>:... +С высокой башни девушка смотрит на железнодорожные пути внизу.
悠远的声音()<Speaker>Отдаленный голос</Speaker>||<SE1>AVG_Bell</SE1>:Мы её нашли. +Даже если мы и не нашли Избранную, мы нашли ту, кто сможет принять нас. +Все закончится? +Да... все закончится.
少女们的声音()<Speaker>Голоса девушек</Speaker>||<BGM>m_avg_labyrinth</BGM>:Смогут ли нас простить? +Простить за наши недостатки, за наши провалы, за всё.
悠远的声音()<Speaker>Отдаленный голос</Speaker>||<SE1>AVG_Bell</SE1>:Я уверена, что у нас получится. Отец говорил нам, что мы сможем вернуться домой, либо найдя Избранного, либо найдя кого-то, кто готов нас принять. +Даже если многие из нас погибли, гораздо больше наших будущих «я» выживут.
少女们的声音()<Speaker>Голоса девушек</Speaker>||:Мы боимся... +Мы боимся, что она нас не примет. +Она всё это время отвергала нас, отвергала нашу «связь». +Возможно, даже такая, как она, решит нас бросить.
悠远的声音()<Speaker>Отдаленный голос</Speaker>||<SE1>AVG_Bell</SE1>:Наши души — словно плотно сплетенная сеть. Мы будем связаны навсегда, пока этот мир не будет вновь разрушен. +Она обязательно пробудится. Если она не примет нас по собственной воле, мы сами пойдём и встретим её. Даже если для этого понадобится вся сила наших тел.
()<Speaker></Speaker>||:Сказав это, девушка опускает голову. Остальные девушки, чьи лица похожи на её, продолжают молча стоять.
悠远的声音()<Speaker>Отдаленный голос</Speaker>||<SE1>AVG_Bell</SE1><黑屏1>:Даже если мы лишимся тел, мы сможем вернуться к остальным. Пока хоть одна из нас останется в живых, все будут жить дальше... +Конечно... конечно, мы будем жить дальше...
